Varnummer;Namn;Underrubrik;Prisinklmoms;Volymiml;Saljstart;Varugrupp;Forpackning;Forslutning;Ursprung;Ursprunglandnamn;Producent;Leverantor;Argang;Provadargang;Alkoholhalt;Sortiment;Ekologisk;RavarorBeskrivning;fyllighet;stravhet;fruktsyra;druva;smak;doft
3198;Kleine Zalze;Vineyard Selection Pinotage;79;750;2014-12-01;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Western Cape;Sydafrika;Kleine Zalze;Winemarket Nordic AB;2013;2013;14%;FSN;0;Pinotage.;8 ;8 ;9 ;Pinotage;Fruktig,smak,fatkaraktär,inslag,björnbär,svarta,vinbär,lakrits,mynta,kakao,vanilj ;Fruktig,doft,fatkaraktär,inslag,björnbär,svarta,vinbär,lakrits,örter,vanilj
3204;Doppio Passo;Organic Primitivo;89;750;2010-05-10;Rott vin, Fruktigt & Smakrikt;Flaska;Plastkork/syntetkork;Apulien, Salento;Italien;Botter;The Wine Team;2013;2013;13%;FS;1;Primitivo.;8 ;6 ;9 ;Primitivo;Mycket,fruktig,smak,sötma,inslag,russin,lakrits,örter,vanilj ;Fruktig,syltig,doft,inslag,russin,örter,lakrits
3204;Doppio Passo;Primitivo;201;1500;2013-02-01;Rott vin;Magnum;;Apulien, Salento;Italien;Botter;The Wine Team;2011;NA;13%;BS;0;;8 ;6 ;9 ;Primitivo;Mycket,fruktig,smak,sötma,inslag,russin,lakrits,örter,vanilj ;Fruktig,syltig,doft,inslag,russin,örter,lakrits
3204;Doppio Passo;Primitivo;225;3000;2012-07-02;Rott vin;Box;;Apulien, Salento;Italien;Botter;The Wine Team;2013;NA;13%;BS;1;;8 ;6 ;9 ;Primitivo;Mycket,fruktig,smak,sötma,inslag,russin,lakrits,örter,vanilj ;Fruktig,syltig,doft,inslag,russin,örter,lakrits
32130;Castello di Fonterutoli;;299;750;2004-09-06;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Toscana, Chianti, Chianti Classico;Italien;Marchesi Mazzei;The WineAgency Sweden AB;2010;2010;14%;FS;0;Sangiovese.;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
32130;Castello di Fonterutoli;;159;375;2009-10-01;Rott vin;Flaska;Naturkork;Toscana, Chianti, Chianti Classico;Italien;Marchesi Mazzei;The WineAgency Sweden AB;2008;2008;14%;BS;0;Sangiovese.;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
32135;DC;Shiraz Mourvèdre;62;750;2004-12-06;Rott vin;Flaska;Skruvkapsyl;Western Cape, Coastal Region, Darling;Sydafrika;Darling Cellars;Amka Vinimport AB;2011;NA;14.5%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
32145;Amarone della Valpolicella;Classico;399;750;2004-12-06;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Venetien, Valpolicella, Amarone della Valpolicella, Amarone della Valpolicella Classico;Italien;Zenato;Hjo Grosshandel AB;2009;2009;16.5%;FS;0;Huvudsakligen corvina.;11;10;10;Huvudsakligen,corvina;Kryddigt,eldigt,viss,sötma,inslag,katrinplommon,romrussin,mintchoklad,kanel ;Stor,kryddig,doft,inslag,romrussin,mintchoklad,valnötter,kanel,sötlakrits
32152;Tignanello;;529;750;2007-05-10;Rott vin, Stramt & Nyanserat;Flaska;Naturkork;Toscana;Italien;Marchesi Antinori;Sigva AB;2011;2011;14.5%;FS;0;80% sangiovese, 15% cabernet sauvignon och 5% cabernet franc.;10;10;10;80%,sangiovese,15%,cabernet,sauvignon,och,cabernet,franc;Nyanserad,kryddig,smak,rostad,fatkaraktär,inslag,mörka,körsbär,plommon,dragon,kaffe,kakao ;Nyanserad,kryddig,doft,rostad,fatkaraktär,inslag,mörka,körsbär,plommon,dragon,viol,choklad
32153;Claude Val Rouge;;65;750;2008-04-01;Rott vin, Mjukt & Barigt;Flaska;Skruvkapsyl;Languedoc-Roussillon, VdP d'Oc;Frankrike;Domaines Claude Val;Bornicon & Salming;2013;2013;13.5%;FS;0;Grenache, carignan, syrah och merlot.;5 ;5 ;9 ;Grenache,carignan,syrah,och,merlot;Ungdomlig,bärig,smak,inslag,skogsbär,örter,lakrits ;Ungdomlig,bärig,doft,inslag,skogsbär,muskot,lakrits
32153;Claude Val Rouge;;199;3000;2014-05-02;Rott vin;Box;;Languedoc-Roussillon, VdP d'Oc;Frankrike;Domaines Claude Val;Bornicon & Salming;2013;NA;13.5%;BS;0;;5 ;5 ;9 ;Grenache,carignan,syrah,och,merlot;Ungdomlig,bärig,smak,inslag,skogsbär,örter,lakrits ;Ungdomlig,bärig,doft,inslag,skogsbär,muskot,lakrits
32156;Coste Della Sesia Nebbiolo;Travaglini Giancarlo;99;750;2014-06-02;Rott vin, Stramt & Nyanserat;Flaska;Naturkork;Piemonte, Coste Della Sesia;Italien;Travaglini Giancarlo S.A.;Amka Vinimport AB;2012;2012;13.5%;FS;0;Nebbiolo.;8 ;10;9 ;Nebbiolo;Nyanserad,kryddig,smak,fatkaraktär,inslag,nypon,körsbär,salvia,nejlika,pomerans,lakrits ;Nyanserad,kryddig,doft,fatkaraktär,inslag,nypon,körsbär,nejlika,salvia,pomerans,lakrits
32158;Brunus;Blend;119;750;2014-12-01;Rott vin, Fruktigt & Smakrikt;Flaska;Naturkork;Montsant;Spanien;Portal del Montsant;Grapestyle Scandinavia;2011;2011;15%;FSN;0;56% cariñena, 33% garnacha, 5% syrah, 3,5% merlot och 2,5% cabernet sauvignon.;9 ;9 ;9 ;56%,cariñena,33%,garnacha,syrah,35%,merlot,och,25%,cabernet,sauvignon;Nyanserad,fruktig,smak,fatkaraktär,inslag,mörka,körsbär,björnbär,choklad,vanilj,basilika ;Nyanserad,fruktig,doft,fatkaraktär,inslag,mörka,körsbär,blåbär,choklad,vanilj,basilika
32205;il Nostro;Rosso Puglia;59;750;2002-08-05;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Apulien;Italien;Nordic Sea Winery;Oenoforos AB;2013;2013;14%;FS;1;90% negroamaro och 10% primitivo.;6 ;6 ;9 ;90%,negroamaro,och,10%,primitivo;Mycket,fruktig,smak,inslag,mörka,kryddor,lakrits ;Fruktig,aningen,bränd,doft,inslag,mörka,kryddor,lakrits
32224;Zenato;Merlot;139;750;2003-06-02;Rott vin, Fruktigt & Smakrikt;Flaska;Naturkork;Venetien, Garda;Italien;Zenato;Hjo Grosshandel AB;2010;2010;13.5%;FS;0;Merlot;9 ;8 ;9 ;Merlot;Nyanserad,fruktig,aningen,utvecklad,smak,fatkaraktär,inslag,mörka,körsbär,korinter,choklad,lavendel ;Nyanserad,fruktig,aningen,utvecklad,doft,fatkaraktär,inslag,korinter,plommon,lavendel,choklad,örter
32228;Selvarossa;Salice Salentino;69;750;2003-08-04;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Apulien, Salice Salentino;Italien;Cantine Due Palme;Enjoy Wine & Spirits AB;2011;2011;14%;FS;0;Malvasia nera och negroamaro;8 ;7 ;9 ;Malvasia,nera,och,negroamaro;Mycket,fruktig,smak,inslag,plommon,korinter,vanilj,kanel ;Fruktig,kryddig,aningen,bränd,doft,inslag,korinter,mörka,körsbär,vanilj
32229;Fonterutoli;;149;750;2003-09-01;Rott vin, Stramt & Nyanserat;Flaska;Naturkork;Toscana, Chianti, Chianti Classico;Italien;Marchesi Mazzei;The WineAgency Sweden AB;2012;2012;13.5%;FS;0;Sangiovese.;9 ;9 ;9 ;Sangiovese;Nyanserad,kryddig,smak,rostad,fatkaraktär,inslag,mörka,körsbär,salvia,plommon,choklad ;Nyanserad,kryddig,doft,rostad,fatkaraktär,inslag,mörka,körsbär,lavendel,choklad,tobak
32335;Antè;Barbera d'Asti;91;750;2000-01-03;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Piemonte, Barbera d'Asti;Italien;Ca'Bianca;Enjoy Wine & Spirits AB;NA;NA;13.5%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
32341;Le Tense;Sassella;137;750;2000-03-06;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Lombardiet, Valtellina, Valtellina Superiore;Italien;Nino Negri;Enjoy Wine & Spirits AB;2010;2010;13.5%;FS;0;Chiavennasca (nebbiolo).;8 ;9 ;9 ;Chiavennasca,(nebbiolo);Kryddig,nyanserad,smak,fatkaraktär,inslag,körsbär,salvia,kanel,nötter,rosor ;Kryddig,nyanserad,doft,fatkaraktär,inslag,körsbär,salvia,kanel,nötter,rosor
32361;Masi Brolo Campofiorin Oro;;159;750;2000-12-04;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Venetien, Veronese;Italien;Masi;Philipson Soderberg AB;2010;2010;14%;FS;0;80% corvina och 20% rondinella.;9 ;9 ;9 ;80%,corvina,och,20%,rondinella;Kryddig,smak,inslag,mörka,körsbär,kakao,lakrits,örter ;Kryddig,doft,inslag,mörka,körsbär,plommon,torkade,örter,lakrits
32364;Mauro;Primitivo Alberello;64;750;2000-06-05;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Apulien, Salento;Italien;Nordic Sea Winery;Oenoforos AB;2013;2013;14%;FS;0;Primitivo.;7 ;7 ;9 ;Ingen anged;Mycket,fruktig,smak,inslag,mörka,körsbär,vanilj ;Mycket,fruktig,aningen,bränd,doft,inslag,mörka,lakrits,choklad
32364;Mauro;Primitivo Alberello;37;375;2006-04-01;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Apulien, Salento;Italien;Nordic Sea Winery;Oenoforos AB;2013;2013;14%;FS;0;;7 ;7 ;9 ;Ingen anged;Mycket,fruktig,smak,inslag,mörka,körsbär,vanilj ;Mycket,fruktig,aningen,bränd,doft,inslag,mörka,lakrits,choklad
32364;Mauro;Primitivo Alberello;209;3000;2001-12-03;Rott vin, Fruktigt & Smakrikt;Box;Vingtapp;Apulien, Salento;Italien;Nordic Sea Winery;Oenoforos AB;2013;2013;13.5%;FS;0;Primitivo.;7 ;7 ;9 ;Ingen anged;Mycket,fruktig,smak,inslag,mörka,körsbär,vanilj ;Mycket,fruktig,aningen,bränd,doft,inslag,mörka,lakrits,choklad
32367;Canaletto;Zinfandel;79;750;2000-10-02;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Apulien;Italien;Casa Girelli;Chris-Wine AB;2011;2011;13.5%;FS;0;Primitivo.;6 ;6 ;9 ;Primitivo;Fruktig,smak,inslag,mörka,körsbär,vanilj,mynta ;Fruktig,doft,inslag,mörka,lakrits,mynta
32409;il Conte;Appassimento Zinfandel Negroamaro;179;3000;2001-09-03;Rott vin, Fruktigt & Smakrikt;Box;Tryckknapp front;Apulien, Salento;Italien;Nordic Sea Winery;Oenoforos AB;2013;2013;13.5%;FS;0;Primitivo 80%, negroamaro 20%;6 ;6 ;8 ;Primitivo,80%,negroamaro,20%;Fruktig,smak,inslag,skogsbär,lakrits,vanilj ;Fruktig,doft,inslag,skogsbär,vanilj,lakrits
32410;Primicia;;69;750;2001-12-03;Rott vin, Kryddigt & Mustigt;Flaska;Plastkork/syntetkork;Rioja;Spanien;Bodegas Primicia;Oenoforos AB;2013;2013;13.5%;FS;0;Tempranillo 90% och garnacha 10%;7 ;7 ;9 ;Tempranillo,90%,och,garnacha,10%;Kryddig,smak,inslag,björnbär,jordgubbar,örter,vanilj ;Kryddig,doft,inslag,björnbär,jordgubbar,örter,vanilj
32411;Allegro;Sangiovese Primitivo;219;3000;2001-10-01;Rott vin, Fruktigt & Smakrikt;Box;Vingtapp;Apulien;Italien;Nordic Sea Winery;Oenoforos AB;2013;2013;13.5%;FS;0;Sangiovese 80% och primitivo 20%.;8 ;7 ;9 ;Sangiovese,80%,och,primitivo,20%;Mycket,fruktig,smak,inslag,mörka,körsbär,örter,vanilj ;Mycket,fruktig,doft,inslag,mörka,timjan,choklad
32412;Allegro;Primitivo;69;750;2001-11-05;Rott vin, Fruktigt & Smakrikt;Flaska;Naturkork;Apulien;Italien;Nordic Sea Winery;Oenoforos AB;2013;2013;14.5%;FS;0;Primitivo.;7 ;7 ;9 ;Primitivo;Mycket,fruktig,smak,inslag,mörka,choklad,viol,vanilj ;Fruktig,doft,inslag,mörka,körsbär,viol,choklad,vanilj
32417;Villa Puccini;;87;750;2001-09-03;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Toscana;Italien;Villa Puccini;Nigab;2010;2010;12.5%;FS;0;Sangiovese 90%, merlot 10%;9 ;9 ;10;90%,sangiovese,och,10%,merlot;Kryddig,nyanserad,smak,fatkaraktär,inslag,mörka,körsbär,plommon,choklad,örter ;Kryddig,fruktig,doft,fatkaraktär,inslag,mörka,körsbär,örter,choklad,plommon,lakrits
32417;Villa Puccini;;50;375;2003-11-03;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Toscana;Italien;Villa Puccini;Nigab;2010;2010;12.6%;FS;0;;9 ;9 ;10;90%,sangiovese,och,10%,merlot;Kryddig,nyanserad,smak,fatkaraktär,inslag,mörka,körsbär,plommon,choklad,örter ;Kryddig,fruktig,doft,fatkaraktär,inslag,mörka,körsbär,örter,choklad,plommon,lakrits
32417;Villa Puccini;;166;1500;2003-11-03;Rott vin, Kryddigt & Mustigt;Magnum;Naturkork;Toscana;Italien;Villa Puccini;Nigab;2010;2010;12.6%;FS;0;;9 ;9 ;10;90%,sangiovese,och,10%,merlot;Kryddig,nyanserad,smak,fatkaraktär,inslag,mörka,körsbär,plommon,choklad,örter ;Kryddig,fruktig,doft,fatkaraktär,inslag,mörka,körsbär,örter,choklad,plommon,lakrits
32431;Boira';Sangiovese;89;750;2003-08-04;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Marche;Italien;Cantine Volpi;Bibendum;2013;2013;13%;FS;1;Sangiovese;7 ;7 ;9 ;Sangiovese;Fruktig,smak,inslag,körsbär,choklad,vanilj ;Fruktig,doft,inslag,körsbär,choklad,vanilj,örter
32431;Boira;Sangiovese;179;1500;2013-11-01;Rott vin;Magnum;;Marche;Italien;Cantine Volpi;Bibendum;2013;NA;13%;BS;1;;7 ;7 ;9 ;Sangiovese;Fruktig,smak,inslag,körsbär,choklad,vanilj ;Fruktig,doft,inslag,körsbär,choklad,vanilj,örter
32431;Boira;Sangiovese;239;3000;2014-09-01;Rott vin;Box;;Marche;Italien;Cantine Volpi srl;Bibendum;2013;NA;13%;BS;1;;7 ;7 ;9 ;Sangiovese;Fruktig,smak,inslag,körsbär,choklad,vanilj ;Fruktig,doft,inslag,körsbär,choklad,vanilj,örter
32444;Masi Grandarella;Appassimento;199;750;2002-12-02;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Venetien, Delle Venezie;Italien;Masi;Philipson Soderberg AB;2010;2010;14.5%;FS;0;75% refosco och 25% carmenère.;10;9 ;9 ;75%,refosco,och,25%,carmenère;Nyanserad,kryddig,smak,inslag,mörka,körsbär,korinter,peppar,örter,choklad ;Nyanserad,kryddig,doft,inslag,mörka,körsbär,russin,choklad,salvia,lagerblad
32452;Raccolto;Nero d'Avola Cabernet Sauvignon;89;750;2003-04-07;Rott vin, Fruktigt & Smakrikt;Flaska;Naturkork;Sicilien;Italien;Nordic Sea Winery;Oenoforos AB;2013;2013;14%;FS;1;60% nero d'avola, 40% cabernet sauvignon;7 ;7 ;9 ;60%,nero,d'avola,40%,cabernet,sauvignon;Mycket,fruktig,aningen,bränd,smak,inslag,svarta,vinbär,körsbär,viol,lakrits ;Mycket,fruktig,aningen,bränd,doft,inslag,svarta,vinbär,körsbär,lakrits,vanilj
32452;Raccolto;Nero d'Avola Cabernet Sauvignon;47;375;2007-10-01;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Sicilien;Italien;Nordic Sea Winery;Oenoforos AB;2013;2013;14%;FS;1;60% nero d'avola, 40% cabernet sauvignon;7 ;7 ;9 ;60%,nero,d'avola,40%,cabernet,sauvignon;Mycket,fruktig,aningen,bränd,smak,inslag,svarta,vinbär,körsbär,viol,lakrits ;Mycket,fruktig,aningen,bränd,doft,inslag,svarta,vinbär,körsbär,lakrits,vanilj
32472;Le Volte;;159;750;2003-11-03;Rott vin, Stramt & Nyanserat;Flaska;Naturkork;Toscana;Italien;Ornellaia;Carovin AB;2012;2012;13.5%;FS;0;50% merlot, 30% sangiovese och 20% cabernet sauvignon.;9 ;9 ;9 ;50%,merlot,30%,sangiovese,och,20%,cabernet,sauvignon;Nyanserad,fruktig,smak,fatkaraktär,inslag,svarta,vinbär,örter,björnbär,ceder,kakao ;Nyanserad,fruktig,doft,fatkaraktär,inslag,svarta,vinbär,björnbär,salvia,choklad,pinjenötter
32472;Le Volte;;839;3000;2013-10-01;Rott vin;Flaska;Naturkork;Toscana;Italien;Ornellaia;Carovin AB;2012;NA;14%;BS;0;;9 ;9 ;9 ;50%,merlot,30%,sangiovese,och,20%,cabernet,sauvignon;Nyanserad,fruktig,smak,fatkaraktär,inslag,svarta,vinbär,örter,björnbär,ceder,kakao ;Nyanserad,fruktig,doft,fatkaraktär,inslag,svarta,vinbär,björnbär,salvia,choklad,pinjenötter
3300;Passitivo;Primitivo;89;750;2010-06-01;Rott vin, Fruktigt & Smakrikt;Flaska;Plastkork/syntetkork;Apulien;Italien;Cantine Paolo Leo;WineWorld AB;2012;2012;14.5%;FS;0;Primitivo.;9 ;7 ;9 ;Primitivo;Generöst,fruktig,smak,inslag,mörka,körsbär,lavendel,katrinplommon,vanilj ;Mycket,fruktig,doft,inslag,mörka,körsbär,lavendel,katrinplommon,vanilj
3302;Raccolto;Appassimento;89;750;2012-04-10;Rott vin, Kryddigt & Mustigt;Flaska;Plastkork/syntetkork;Venetien;Italien;Nordic Sea Winery;Oenoforos AB;2012;2012;14%;FS;0;;9 ;8 ;9 ;Ingen anged;Kryddig,fruktig,smak,fatkaraktär,inslag,mörka,körsbär,plommon,örter,kakao,vanilj ;Kryddig,fruktig,doft,fatkaraktär,inslag,mörka,körsbär,plommon,örter,mjölkchoklad
3305;Tbilvino Saperavi;;85;750;2014-12-01;Rott vin, Fruktigt & Smakrikt;Flaska;Naturkork;Kakheti Region;Georgien;JSC Tibilvino;Amka Vinimport AB;2013;2013;13%;FSN;0;Saperavi.;9 ;8 ;9 ;Saperavi;Smakrikt,fruktigt,inslag,björnbär,viol,svarta,oliver,örter,plommon ;Nyanserad,fruktig,doft,inslag,björnbär,viol,svarta,oliver,plommon
3309;Ferngrove;Cabernet Sauvignon;99;750;2014-12-01;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Western Australia, Margaret River;Australien;Ferngrove Wines;Modern Wines Sweden AB;2013;2013;14%;FSN;0;Cabernet sauvignon.;10;9 ;9 ;Cabernet,sauvignon;Nyanserad,fruktig,smak,fatkaraktär,inslag,svarta,vinbär,björnbär,mynta,ceder,vanilj ;Nyanserad,fruktig,doft,fatkaraktär,inslag,svarta,vinbär,björnbär,mintchoklad,vanilj,tobak
3359;Château Noaillac;;239;1500;2004-12-06;Rott vin;Magnum;Naturkork;Bordeaux, Médoc;Frankrike;;Bornicon & Salming;2006;NA;13%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
3501;Epicuro;Riserva;85;750;2012-10-01;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Apulien, Salice Salentino;Italien;Femar Vini;Domaine Wines Sweden AB;2010;2010;13.5%;FS;0;Negroamaro och malvasia nera.;8 ;8 ;9 ;Negroamaro,och,malvasia,nera;Kryddig,utvecklad,smak,fatkaraktär,inslag,korinter,salvia,mörk,choklad,vanilj ;Kryddig,utvecklad,doft,fatkaraktär,inslag,korinter,salvia,sötlakrits,gummi,vanilj
3550;Château Labadie;;119;750;2000-11-06;Rott vin, Stramt & Nyanserat;Flaska;Naturkork;Bordeaux, Côtes de Bourg;Frankrike;;Hjo Grosshandel AB;2010;2010;14.5%;FS;0;Egendomen ar planterad med 60% merlot, 20% cabernet franc och 20% cabernet sauvignon.;9 ;9 ;9 ;Egendomen,planterad,med,60%,merlot,20%,cabernet,franc,och,20%,cabernet,sauvignon;Nyanserad,smak,rostad,fatkaraktär,inslag,svarta,vinbär,plommon,mörk,choklad,ceder,kaffe ;Nyanserad,doft,rostad,fatkaraktär,inslag,svarta,vinbär,plommon,tobak,choklad,nötter
3570;Château de Seguin;Cuvée Prestige;129;750;2001-09-03;Rott vin, Fruktigt & Smakrikt;Flaska;Naturkork;Bordeaux, Bordeaux Supérieur;Frankrike;;Chris-Wine AB;2012;2012;13.5%;FS;0;60% merlot, 37% cabernet sauvignon och 3% petit verdot.;9 ;8 ;9 ;60%,merlot,37%,cabernet,sauvignon,och,petit,verdot;Fruktig,smak,rostad,fatkaraktär,inslag,plommon,svarta,vinbär,ceder,tobak ;Fruktig,doft,rostad,fatkaraktär,inslag,svarta,vinbär,plommon,ceder,örter,kaffe
3814;Les Hauts de Granget;;165;750;2008-10-01;Rott vin, Stramt & Nyanserat;Flaska;Naturkork;Bordeaux, Saint-Emilion, Saint-Emilion Grand Cru;Frankrike;Union de Producteurs de Saint-Émilion;janake wine group AB;2010;2010;14%;FS;0;83% merlot, 11% cabernet franc och 6% cabernet sauvignon.;9 ;9 ;9 ;83%,merlot,11%,cabernet,franc,och,cabernet,sauvignon;Nyanserad,stram,smak,karaktär,rostade,ekfat,inslag,svarta,vinbär,ceder,korinter,örter,kaffe,kakao ;Nyanserad,doft,karaktär,rostade,ekfat,inslag,korinter,svarta,vinbärtobak,kaffe,mörk,choklad
3814;Les Hauts de Granget;Saint-Emilion Grand Cru;330;1500;2014-05-02;Rott vin;Magnum;;Bordeaux, Saint-Emilion, Saint-Emilion Grand Cru;Frankrike;Union de Producteurs de Saint-Émilion;janake wine group AB;2009;NA;14%;BS;0;;9 ;9 ;9 ;83%,merlot,11%,cabernet,franc,och,cabernet,sauvignon;Nyanserad,stram,smak,karaktär,rostade,ekfat,inslag,svarta,vinbär,ceder,korinter,örter,kaffe,kakao ;Nyanserad,doft,karaktär,rostade,ekfat,inslag,korinter,svarta,vinbärtobak,kaffe,mörk,choklad
3843;Château Mancèdre;;149;750;2013-09-02;Rott vin, Fruktigt & Smakrikt;Flaska;Naturkork;Bordeaux, Graves, Pessac-Léognan;Frankrike;;Stockholm Wine Importers AB;2010;NA;13%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
3925;Château Belgrave;;395;750;2007-04-02;Rott vin, Stramt & Nyanserat;Flaska;Naturkork;Bordeaux, Haut-Médoc;Frankrike;;Vinunic AB;2010;2010;14%;FS;0;58% cabernet sauvignon, 40% merlot och 2% petit verdot.;9 ;9 ;9 ;58%,cabernet,sauvignon,40%,merlot,och,petit,verdot;Nyanserad,fruktig,smak,fatkaraktär,inslag,svarta,vinbär,plommon,mörk,choklad,lakrits,ceder ;Nyanserad,doft,fatkaraktär,inslag,svarta,vinbär,plommon,ceder,lakrits,mörk,choklad
3930;Santa Lucia Curtefranca;Rosso;99;750;2014-09-01;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Lombardiet, Franciacorta, Curtefranca;Italien;Azienda Agricola Santa Lucia;People Wine AB;2012;2012;12.5%;FSN;0;50% cabernet sauvignon och 50% merlot.;8 ;8 ;10;50%,cabernet,sauvignon,och,50%,merlot;Nyanserad,utvecklad,smak,fatkaraktär,inslag,svarta,vinbär,plommon,korinter,ceder ;Nyanserad,kryddig,utvecklad,doft,fatkaraktär,inslag,svarta,vinbär,stall,korinter,tobak
3958;Château de Seguin;;99;750;1998-09-07;Rott vin, Fruktigt & Smakrikt;Flaska;Naturkork;Bordeaux, Bordeaux Supérieur;Frankrike;;Chris-Wine AB;2012;2012;13%;FS;0;65% merlot och 35% cabernet sauvignon.;8 ;8 ;9 ;65%,merlot,och,35%,cabernet,sauvignon;Fruktig,smak,inslag,fatkaraktär,svarta,vinbär,slånbär,ceder,örter ;Fruktig,doft,inslag,fatkaraktär,svarta,vinbär,plommon,ceder,örter
3958;Château de Seguin;;199;1500;2000-01-03;Rott vin, Fruktigt & Smakrikt;Magnum;Naturkork;Bordeaux, Bordeaux Supérieur;Frankrike;;Chris-Wine AB;2012;2012;13%;FS;0;65% merlot och 35% cabernet sauvignon.;8 ;8 ;9 ;65%,merlot,och,35%,cabernet,sauvignon;Fruktig,smak,inslag,fatkaraktär,svarta,vinbär,slånbär,ceder,örter ;Fruktig,doft,inslag,fatkaraktär,svarta,vinbär,plommon,ceder,örter
3991;Ronan de Clinet;;122;750;2012-09-26;Rott vin;Flaska;Naturkork;Bordeaux;Frankrike;Château Clinet;Magnum Wine AB;2010;NA;14%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
3992;Château Reysson;;179;750;2009-10-01;Rott vin;Flaska;Naturkork;Bordeaux, Haut-Médoc;Frankrike;;Vinunic AB;NA;NA;14.5%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
3994;Château Haut-Canteloup;;100;750;2009-10-01;Rott vin, Stramt & Nyanserat;Flaska;Naturkork;Bordeaux, Premières Côtes de Blaye;Frankrike;;TOMP Beer Wine & Spirits AB;2011;2011;13%;FS;0;75% merlot, 20% cabernet sauvignon och 5% cabernet franc.;8 ;8 ;9 ;75%,merlot,20%,cabernet,sauvignon,och,cabernet,franc;Nyanserad,smak,rostad,fatkaraktär,inslag,svarta,vinbär,plommon,örter,ceder ;Nyanserad,doft,rostad,fatkaraktär,inslag,svarta,vinbär,plommon,örter,choklad,ceder
3995;Falerno di Massico;Rosso;99;750;2014-09-01;Rott vin, Stramt & Nyanserat;Flaska;Naturkork;Kampanien, Falerno del Massico;Italien;Azienda Agricola di Brini Maria Felicia;Vinunic AB;2011;2011;14%;FSN;0;80% aglianico och 20% piedrosso.;10;10;10;80%,aglianico,och,20%,piedrosso;Fruktig,kryddig,smak,fatkaraktär,inslag,katrinplommon,lavendel,mörka,körsbär,tobak,kakao,kanel ;Fruktig,kryddig,doft,fatkaraktär,inslag,katrinplommon,lavendel,mörka,körsbär,tobak,kanel
42302;Brunello di Montalcino;Val di Suga;254;750;2000-11-06;Rott vin, Stramt & Nyanserat;Flaska;Naturkork;Toscana, Brunello di Montalcino;Italien;Tenimenti Angelini;Oenoforos AB;2009;2009;15%;FS;0;Brunello (sangiovese).;9 ;10;10;Brunello,(sangiovese);Nyanserad,något,utvecklad,kryddig,smak,fatkaraktär,inslag,torkade,körsbär,kanel,nypon ;Nyanserad,något,utvecklad,kryddig,doft,fatkaraktär,inslag,torkade,körsbär,kanel,nypon,timjan
42334;La Grola;;159;750;2002-02-04;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Venetien, Veronese;Italien;Allegrini;The WineAgency Sweden AB;2011;2011;13.5%;FS;0;80% corvina, 10% oseleta och 10% syrah.;9 ;9 ;9 ;80%,corvina,10%,oseleta,och,10%,syrah;Nyanserad,fruktig,smak,fatkaraktär,inslag,svarta,vinbär,mörka,körsbär,örter,kaffe ;Nyanserad,fruktig,doft,fatkaraktär,inslag,svarta,vinbär,mörka,körsbär,salvia,lakrits
4280;Cap de Ruc;;79;750;2014-03-01;Rott vin, Kryddigt & Mustigt;Flaska;Skruvkapsyl;Montsant;Spanien;Celler Ronadelles;Sigva AB;2012;2012;14.5%;FS;0;Garnatxa negra (grenache), syrah och samsó.;9 ;9 ;9 ;Garnatxa,negra,(grenache),syrah,och,samsó;Smakrikt,inslag,lavendel,katrinplommon,svarta,oliver,eneträ,körsbär,choklad ;Nyanserad,doft,inslag,lavendel,katrinplommon,svarta,oliver,romrussin,choklad
