Varnummer;Namn;Underrubrik;Prisinklmoms;Volymiml;Saljstart;Varugrupp;Forpackning;Forslutning;Ursprung;Ursprunglandnamn;Producent;Leverantor;Argang;Provadargang;Alkoholhalt;Sortiment;Ekologisk;RavarorBeskrivning;fyllighet;stravhet;fruktsyra;druva;smak;doft
2716;Montelciego;Reserva;89;750;2012-04-02;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Rioja;Spanien;Bodegas Montelciego;The Wine Team;2008;2008;13%;FS;0;Tempranillo.;8 ;8 ;9 ;Tempranillo;Nyanserad,utvecklad,kryddig,smak,fatkaraktär,inslag,torkad,frukt,körsbär,dill,tobak,kakao ;Nyanserad,utvecklad,kryddig,doft,fatkaraktär,inslag,torkad,frukt,körsbär,tobak,läder
2717;Gratena;;92;750;2013-03-01;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Toscana, Chianti;Italien;Fattoria di Gratena;Moestue Grape Selections AB;2012;2012;13.5%;FS;1;Sangiovese.;7 ;8 ;10;Sangiovese;Kryddig,nyanserad,smak,inslag,körsbär,eneträ,örter,jordgubbar,vanilj ;Kryddig,nyanserad,doft,inslag,peppar,körsbär,jordgubbar,salvia,vanilj
2718;Campos de Luz;Garnacha;54;750;2008-10-01;Rott vin, Mjukt & Barigt;Flaska;;Cariñena;Spanien;Bodegas Esteban Martin;Apricot AB;2013;2013;13.5%;FS;0;Garnacha.;5 ;5 ;9 ;Garnacha;Bärig,smak,inslag,körsbär,blåbär,sötlakrits ;Bärig,doft,inslag,körsbär,blåbär,sötlakrits
2718;Campos de Luz;Garnacha;119;1500;2010-10-01;Rott vin, Mjukt & Barigt;Magnum;Plastkork/syntetkork;Cariñena;Spanien;Bodegas Esteban Martin;Apricot AB;2013;2013;13.5%;FS;0;Garnacha.;5 ;5 ;9 ;Garnacha;Bärig,smak,inslag,körsbär,blåbär,sötlakrits ;Bärig,doft,inslag,körsbär,blåbär,sötlakrits
2719;Castaño;Garnacha Syrah Monastrell;58;750;2013-03-01;Rott vin, Fruktigt & Smakrikt;PET-flaska;Skruvkapsyl;Yecla;Spanien;Bodegas Castaño;Fondberg;2011;NA;14%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
2720;Petit;;99;750;2010-03-24;Rott vin, Fruktigt & Smakrikt;Flaska;Naturkork;Montsant;Spanien;Celler Ronadelles;Sigva AB;2011;NA;14.5%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
2721;La Vespa;;119;750;2013-09-02;Rott vin, Stramt & Nyanserat;Flaska;Naturkork;Piemonte, Monferrato;Italien;Michele Chiarlo;Philipson Soderberg AB;2011;2011;13.5%;FS;0;50% barbera, 30% albarossa och 20% shiraz.;8 ;8 ;9 ;50%,barbera,30%,albarossa,och,20%,shiraz;Mycket,fruktig,smak,fatkaraktär,inslag,körsbär,björnbär,choklad,vanilj,timjan,rosmarin ;Mycket,fruktig,doft,fatkaraktär,inslag,körsbär,björnbär,mjölkchoklad,timjan,rosmarin
2722;Zecci;Collezione Barolo;169;750;2011-01-03;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Piemonte, Barolo;Italien;Cantina Terre del Barolo;The Wine Team;2008;NA;14%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
2723;Rocca Guicciarda;Riserva;139;750;2007-04-02;Rott vin, Fruktigt & Smakrikt;Flaska;Naturkork;Toscana, Chianti, Chianti Classico;Italien;Barone Ricasoli;WineWorld AB;2011;2011;13.5%;FS;0;Sangiovese.;8 ;8 ;9 ;Sangiovese;Nyanserad,fruktig,smak,rostad,fatkaraktär,inslag,mörka,körsbär,plommon,örter,choklad ;Nyanserad,fruktig,doft,rostad,fatkaraktär,inslag,mörka,körsbär,plommon,lakrits,örter
2723;Rocca Guicciarda;Riserva;79;375;2007-04-02;Rott vin, Fruktigt & Smakrikt;Flaska;Naturkork;Toscana, Chianti, Chianti Classico;Italien;Barone Ricasoli;WineWorld AB;2011;2011;13.5%;FS;0;Sangiovese.;8 ;8 ;9 ;Sangiovese;Nyanserad,fruktig,smak,rostad,fatkaraktär,inslag,mörka,körsbär,plommon,örter,choklad ;Nyanserad,fruktig,doft,rostad,fatkaraktär,inslag,mörka,körsbär,plommon,lakrits,örter
2726;Rioja Bordón;Reserva;89;750;2008-04-01;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Rioja;Spanien;Bodegas Franco-Españolas;Philipson Soderberg AB;NA;NA;13.5%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
2727;Cappello di Prete;;79;750;2005-10-01;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Apulien, Salento;Italien;Candido;Selezione Barbro Guaccero;2009;2009;13.5%;FS;0;Negroamaro.;7 ;7 ;9 ;Negroamaro;Kryddig,utvecklad,smak,inslag,torkade,körsbär,nypon,rosmarin ;Kryddig,utvecklad,doft,inslag,torkade,körsbär,nypon,stall,rosmarin
2729;Coto Real;Reserva;121;750;2013-09-02;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Rioja;Spanien;El Coto de Rioja;Spendrups Bryggeri AB;2008;2008;13.5%;FS;0;Tempranillo.;8 ;8 ;9 ;Tempranillo;Nyanserad,kryddig,utvecklad,smak,tydlig,fatkaraktär,inslag,torkad,frukt,dill,kakao,nötter ;Nyanserad,kryddig,utvecklad,doft,tydlig,fatkaraktär,inslag,torkad,frukt,dill,tobak,kaffe
2730;Marques de Valencia;Gran Reserva;59;750;2011-09-26;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Valencia;Spanien;La Vina;Brandpartners AB;2008;2008;14%;FS;0;Tempranillo.;9 ;8 ;9 ;Tempranillo;Kryddig,fruktig,smak,fatkaraktär,inslag,mörka,körsbär,korinter,vanilj,örter,kakao ;Kryddig,fruktig,doft,fatkaraktär,inslag,mörka,körsbär,korinter,vanilj,lakrits
2731;Romeo;Old Vines Monastrell;69;750;2013-06-01;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Jumilla;Spanien;Pedro Luis Martínez;Stragas-Gruppen AB;2011;NA;14%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
2732;Kajsa loves Virgin Earth;Shiraz Mourvedre Grenache;89;750;2013-12-02;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Western Cape;Sydafrika;Du Plesseis Family Wines Virgin Earth;Kajsa Wines AB;2013;2013;14%;FS;0;Shiraz, mourvèdre och grenache.;9 ;8 ;9 ;Shiraz,mourvèdre,och,grenache;Mycket,fruktig,smak,inslag,björnbär,svarta,vinbär,choklad,peppar,örter ;Fruktig,doft,inslag,mörka,lakrits,paprika,örter
2733;Coll de Roses;Cabernet Sauvignon Cabernet Franc;91;750;2013-09-02;Rott vin, Stramt & Nyanserat;Flaska;Naturkork;Empordà;Spanien;Coll de Roses;Sundance Wines AB;2010;2010;14.5%;FSN;0;80% cabernet sauvignon, 10% cabernet franc, 7% merlot och 3% garnacha.;8 ;8 ;9 ;80%,cabernet,sauvignon,10%,cabernet,franc,merlot,och,garnacha;Nyanserad,smak,fatkaraktär,inslag,mörka,svarta,vinbär,peppar,kakao,lakrits,örter ;Nyanserad,doft,fatkaraktär,inslag,mörka,svarta,vinbär,peppar,choklad,örter
2734;Marqués de Cáceres;Crianza;89;750;1999-09-06;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Rioja;Spanien;Bodegas Marqués de Cáceres;Domaine Wines Sweden AB;2010;2010;13%;FS;0;Tempranillo 85%, garnacha och graciano 15%;8 ;8 ;9 ;Tempranillo,85%,garnacha,och,graciano,15%;Kryddig,smak,fatkaraktär,inslag,körsbär,rosmarin,kakao,vanilj ;Kryddig,doft,fatkaraktär,inslag,mörka,körsbär,dill,russin,tobak,vanilj
2736;El Castro de Valtuille;;119;750;2013-09-02;Rott vin, Stramt & Nyanserat;Flaska;Naturkork;Bierzo;Spanien;Bodegas y Vinedos Castro Ventosa;Johan Lidby Vinhandel AB;2011;2011;14%;FS;0;Mencía.;9 ;9 ;9 ;Mencía;Fruktig,smak,fatkaraktär,inslag,björnbär,plommon,lakrits,örter,vanilj ;Fruktig,doft,fatkaraktär,inslag,björnbär,plommon,örter,vanilj
2737;Finca el Puig;;195;750;2007-10-01;Rott vin, Stramt & Nyanserat;Flaska;Naturkork;Priorat;Spanien;Cellers Fuentes;Vinunic AB;2009;2009;14.5%;FS;0;Grenache, syrah och cabernet sauvignon.;10;10;10;Grenache,syrah,och,cabernet,sauvignon;Nyanserad,kryddig,smak,rostad,fatkaraktär,inslag,plommon,mörka,körsbär,lakrits,ceder,choklad ;Nyanserad,kryddig,doft,rostad,fatkaraktär,inslag,plommon,mörka,körsbär,choklad,mynta,kaffe
2738;Raimat;Abadia Cabernet Sauvignon Tempranillo;76;750;1985-07-01;Rott vin;Flaska;Skruvkapsyl;Costers del Segre;Spanien;Raimat;Bibendum;2010;NA;13.5%;BS;0;;7 ;7 ;10;Cabernet,sauvignon,och,tempranillo;Kryddig,smak,fatkaraktär,inslag,svarta,vinbär,slånbär,örter,lakrits ;Kryddig,doft,fatkaraktär,inslag,svarta,vinbär,korinter,muskot,lakrits
2740;Amarone della Valpolicella;;179;750;2008-06-02;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Venetien, Valpolicella, Amarone della Valpolicella;Italien;Luigi Righetti;janake wine group AB;2011;2011;15%;FS;0;Corvina veronese, rondinella och molinara.;9 ;9 ;9 ;Corvina,veronese,rondinella,och,molinara;Kryddig,smak,fatkaraktär,inslag,torkade,körsbär,plommon,pinjenötter,choklad,örter,vanilj ;Kryddig,doft,fatkaraktär,inslag,torkade,körsbär,pinjenötter,plommon,choklad,lavendel,eneträ
2743;Morberg Collection;Pers Lilla Roda Tempranillo;239;3000;2012-11-13;Rott vin, Mjukt & Barigt;Box;Tryckknapp topp;;Spanien;Export-Union International Wines;Supreme Wine & Spirit AB;2013;2013;13.5%;FS;0;Tempranillo.;4 ;5 ;8 ;Tempranillo;Bärig,ungdomlig,smak,inslag,körsbär,örter,lakrits ;Bärig,ungdomlig,doft,inslag,körsbär,örter,choklad
2744;Torres 5G;Garnacha;69;750;2013-09-02;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Campo de Borja;Spanien;Miguel Torres;Miguel Torres;2013;2013;14%;FS;0;Garnacha (grenache).;7 ;7 ;9 ;Garnacha,(grenache);Mycket,fruktig,ungdomlig,smak,inslag,hallon,blåbbär,lakrits,viol,örter ;Mycket,fruktig,ungdomlig,doft,inslag,hallon,björnbär,lavendel,lakrits
2745;Estola;Gran Reserva;82;750;2012-04-02;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;La Mancha;Spanien;Bodegas Ayuso;Spendrups Bryggeri AB;NA;NA;13.5%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
2746;Eikendal;Pinotage;109;750;2011-04-01;Rott vin;Flaska;Skruvkapsyl;Western Cape, Coastal Region, Stellenbosch;Sydafrika;Eikendal Vineyards;AB Wicked Wine Sweden;2012;NA;14.5%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
2752;VdV;Cabernet Sauvignon Tempranillo Merlot;189;3000;2012-04-02;Rott vin, Kryddigt & Mustigt;Box;Tryckknapp topp;Somontano;Spanien;Viñas del Vero;Winepartners Nordic AB;2010;NA;13.5%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
2753;Marqués del Puerto;Reserva;101;750;2013-12-02;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Rioja;Spanien;Bodegas Marqués del Puerto;Rowi Beverage AB;2007;NA;13.5%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
2766;Pinot Nero Disera;;75;750;2014-06-02;Rott vin, Mjukt & Barigt;Flaska;Skruvkapsyl;Trentino-Alto Adige, Trentino, Vigneti delle Dolomiti;Italien;Cantina D'Isera;Chris-Wine AB;2012;2012;12.5%;FS;0;Pinot nero (pinot noir).;5 ;5 ;9 ;Pinot,nero,(pinot,noir);Ungdomlig,bärig,smak,inslag,hallon,körsbär,lakrits,örter ;Ungdomlig,bärig,doft,inslag,hallon,körsbär,lakrits,örter
2769;Millefiori;Rosso Delle Venezie;79;750;2010-10-01;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Venetien, Delle Venezie;Italien;Traditional Wine Innovations;WineWorld AB;2011;2011;14%;FS;0;60% corvina och 40% merlot.;9 ;8 ;9 ;60%,corvina,och,40%,merlot;Mycket,fruktig,kryddig,smak,inslag,mörka,körsbär,katrinplommon,kanel,lakrits ;Mycket,fruktig,doft,inslag,mörka,körsbär,plommon,choklad,kryddor
2770;GR-174;;139;750;2010-03-24;Rott vin, Fruktigt & Smakrikt;Flaska;Naturkork;Priorat;Spanien;Casa Gran del Siurana;Vinunic AB;2013;2013;15%;FS;0;35% garnatxa, 35% cabernet sauvignon och 30% carinyena.;9 ;8 ;9 ;35%,garnatxa,35%,cabernet,sauvignon,och,30%,carinyena;Nyanserad,mycket,fruktig,smak,fatkaraktär,inslag,björnbär,mörka,körsbär,blåbär,svarta,oliver,örter ;Nyanserad,mycket,fruktig,doft,fatkaraktär,inslag,björnbär,mörka,körsbär,choklad,charkuterier,blåbär
2773;Briccotondo;Barbera;79;750;2005-10-01;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Piemonte;Italien;Fontanafredda;Enjoy Wine & Spirits AB;2013;2013;13.5%;FS;0;Barbera.;7 ;7 ;9 ;Barbera;Fruktig,smak,inslag,skogsbär,körsbär,färska,örter,choklad ;Fruktig,doft,inslag,skogsbär,vanilj,choklad
2778;Prado Rey;Crianza;89;750;2013-06-01;Rott vin, Stramt & Nyanserat;Flaska;Naturkork;Ribera del Duero;Spanien;Real Sitio de Ventosilla;Providential Wines & Spirits AB;2010;2010;14%;FS;0;Tempranillo.;9 ;9 ;9 ;Tempranillo;Något,utvecklad,nyanserad,fruktig,smak,fatkaraktär,inslag,mörka,körsbär,örter,kakao,plommon,tobak ;Något,utvecklad,nyanserad,fruktig,doft,fatkaraktär,inslag,mörka,körsbär,örter,plommon,tobak,choklad
2784;Petit Clos Penat;Garnatxa Syrah;100;750;2013-06-01;Rott vin, Fruktigt & Smakrikt;Flaska;Naturkork;Priorat;Spanien;Celler Jordi Domenech;Haugen-Gruppen AB;2010;2010;14.5%;FS;0;80% garnacha och 20% syrah.;9 ;9 ;9 ;80%,garnacha,och,20%,syrah;Nyanserad,mycket,fruktig,smak,rostad,fatkaraktär,inslag,plommon,kakao,mörka,körsbär,färska,örter,romrussin,vanilj ;Nyanserad,mycket,fruktig,doft,rostad,fatkaraktär,inslag,plommon,mörka,körsbär,örter,vanilj
2786;Campo Viejo;Crianza;79;750;1989-05-03;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Rioja;Spanien;Campo Viejo;Pernod Ricard Sweden AB;2011;2011;13.5%;FS;0;Tempranillo, garnacha och mazuelo.;6 ;6 ;9 ;Tempranillo,garnacha,och,mazuelo;Kryddig,smak,inslag,mörka,dill,kanel,vanilj ;Kryddig,doft,inslag,mörka,dill,choklad,vanilj
2788;Viña Albali;Gran Reserva;79;750;2001-02-05;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Valdepeñas;Spanien;Felix Solis;Martin & Servera Aktiebolag;2008;2008;13%;FS;0;Tempranillo.;7 ;8 ;9 ;Tempranillo;Utvecklad,kryddig,smak,fatkaraktär,inslag,mörka,körsbär,choklad,tobak,vanilj ;Utvecklad,kryddig,doft,fatkaraktär,inslag,plommon,choklad,tobak,vanilj
2796;Husets Roda;;62;1000;2001-02-05;Rott vin, Mjukt & Barigt;Papp;;;Spanien;Export-Union;Kiviks Musteri AB;NA;NA;13%;FS;0;;4 ;4 ;8 ;Ingen anged;Bärig,smak,liten,sötma,inslag,skogsbär,gräs ;Bärig,doft,inslag,skogsbär,gräs
2800;Crozes-Hermitage;Les Launes;139;750;2002-12-02;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Rhonedalen, Côtes du Rhône, Crozes-Hermitage;Frankrike;Delas;Ward Wines AB;2012;2012;13%;FS;0;Syrah.;9 ;9 ;9 ;Syrah;Kryddigt,inslag,björnbär,hallon,lavendel,vitpeppar,charkuterier,lagerblad ;Kryddig,nyanserad,doft,inslag,björnbär,plommon,peppar,charkuterier,lagerblad
2800;Crozes-Hermitage;Les Launes;71;375;2007-10-01;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Rhonedalen, Côtes du Rhône, Crozes-Hermitage;Frankrike;Delas;Ward Wines AB;2012;2012;13%;FS;0;Syrah.;9 ;9 ;9 ;Syrah;Kryddigt,inslag,björnbär,hallon,lavendel,vitpeppar,charkuterier,lagerblad ;Kryddig,nyanserad,doft,inslag,björnbär,plommon,peppar,charkuterier,lagerblad
28002;Amarone;Selezione Antonio Castagnedi;255;750;2004-12-06;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Venetien, Valpolicella, Amarone della Valpolicella;Italien;Tenuta Sant' Antonio;Johan Lidby Vinhandel AB;2011;2011;15%;FS;0;Corvina, rondinella och molinara.;11;10;10;Corvina,rondinella,och,molinara;Kryddig,nyanserad,smak,inslag,katrinplommon,körsbär,russin,salvia,choklad ;Kryddig,nyanserad,doft,inslag,katrinplommon,mörka,körsbär,chokladpraliner,russin
28008;Lyngrove;Pinotage;191;3000;2005-04-01;Rott vin, Fruktigt & Smakrikt;Box;Vridtapp;Western Cape;Sydafrika;Lyngrove Wines;Hermansson & Co AB;2012;2012;14%;FS;0;Pinotage.;7 ;6 ;9 ;Pinotage;Mycket,fruktig,något,syltig,smak,inslag,skogsbär,körsbär,vanilj ;Mycket,fruktig,något,syltig,doft,inslag,körsbär,lakrits,vanilj
2802;Crozes-Hermitage;;159;750;2002-09-02;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Rhonedalen, Côtes du Rhône, Crozes-Hermitage;Frankrike;E Guigal;Vinunic AB;2011;2011;13%;FS;0;Syrah.;8 ;8 ;9 ;Syrah;Kryddig,smak,inslag,björnbär,peppar,körsbär,lakrits,lagerblad ;Kryddig,doft,inslag,björnbär,vitpeppar,körsbär,lagerblad,lakrits
2811;Château Mont-Redon;Châteauneuf-du-Pape;237;750;1995-10-09;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Rhonedalen, Côtes du Rhône, Châteauneuf-du-Pape;Frankrike;Château Mont-Redon;Ward Wines AB;2009;2009;14.5%;FS;0;Grenache 65%, syrah 15%, cinsault 10%, mourvedre 5%, counoise och muscardin och vaccarese 5%;9 ;8 ;9 ;Ingen anged;Kryddig,nyanserad,smak,inslag,plommon,björnbär,viol,lagerblad,örter ;Kryddig,nyanserad,doft,inslag,mörka,viol,vitpeppar,lagerblad,kakao
2811;Château Mont-Redon;Châteauneuf-du-Pape;130;375;2006-10-02;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Rhonedalen, Côtes du Rhône, Châteauneuf-du-Pape;Frankrike;Château Mont-Redon;Ward Wines AB;2009;2009;14.5%;FS;0;;9 ;8 ;9 ;Ingen anged;Kryddig,nyanserad,smak,inslag,plommon,björnbär,viol,lagerblad,örter ;Kryddig,nyanserad,doft,inslag,mörka,viol,vitpeppar,lagerblad,kakao
2811;Château Mont-Redon;Châteauneuf-du-Pape;482;1500;2006-10-02;Rott vin, Kryddigt & Mustigt;Magnum;Naturkork;Rhonedalen, Côtes du Rhône, Châteauneuf-du-Pape;Frankrike;Château Mont-Redon;Ward Wines AB;2009;2009;14.5%;FS;0;;9 ;8 ;9 ;Ingen anged;Kryddig,nyanserad,smak,inslag,plommon,björnbär,viol,lagerblad,örter ;Kryddig,nyanserad,doft,inslag,mörka,viol,vitpeppar,lagerblad,kakao
2815;Crozes Hermitage;Cave de Tain;99;750;2012-07-01;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Rhonedalen, Côtes du Rhône, Crozes-Hermitage;Frankrike;Cave de Tain;Tryffelsvinet AB;2011;2011;12.5%;FS;0;Syrah.;8 ;8 ;9 ;Syrah;Nyanserad,kryddig,smak,inslag,björnbär,hallon,eneträ,viol,peppar,tobak ;Nyanserad,kryddig,doft,inslag,björnbär,skogshallon,mynta,peppar,tobak
2817;Primanero;Rosso delle Venezie;159;1500;2010-10-01;Rott vin, Kryddigt & Mustigt;Box;Vingtapp;Venetien, Delle Venezie;Italien;Orion Wines;WineWorld AB;2011;2011;14.5%;FS;0;60% corvina, 30% merlot och 10% raboso.;9 ;8 ;9 ;60%,corvina,30%,merlot,och,10%,raboso;Kryddig,något,utvecklad,smak,inslag,mörka,russin,choklad,örter,kanel ;Kryddig,något,utvecklad,doft,inslag,mörka,russin,choklad,lakrits,basilika
2819;Domaine Habrard;Cuvée Marie Thérèse;179;750;2014-09-01;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Rhonedalen, Côtes du Rhône, Crozes-Hermitage;Frankrike;Domaine Habrard;Vinia Sweden AB;2012;2012;13%;FSN;0;Syrah.;9 ;8 ;9 ;Syrah;Nyanserad,ursprungstypiskt,kryddig,smak,inslag,björnbär,charkuterier,eneträ,viol,vitpeppar ;Nyanserad,ursprungstypiskt,kryddig,doft,inslag,björnbär,rökta,charkuterier,eneträ,viol
2820;Pinot Noir;Viña Laroche;89;750;2010-10-01;Rott vin, Mjukt & Barigt;Flaska;Skruvkapsyl;Aconcagua, Casablanca;Chile;Laroche;Prime Wine Sweden AB;2013;2013;13.5%;FS;0;Pinot noir.;5 ;5 ;9 ;Pinot,noir;Bärig,något,kryddig,smak,inslag,körsbär,skogshallon,örter,sötlakrits ;Bärig,något,kryddig,doft,inslag,körsbär,skogshallon,örter,sötlakrits
2825;Les Remparts des Ceps Dorés;Rouge;48;375;2009-04-01;Rott vin, Kryddigt & Mustigt;Flaska;Skruvkapsyl;Rhonedalen, Côtes du Rhône;Frankrike;Cave des Vignerons à Sablet;Moestue Grape Selections AB;2013;2013;13%;FS;0;80% grenache och 20% syrah.;7 ;7 ;9 ;80%,grenache,och,20%,syrah;Fruktig,kryddig,smak,inslag,mörka,peppar,lagerblad,örter,lakrits ;Kryddig,fruktig,doft,inslag,mörka,lagerblad,örter,lakrits
2836;Domaine du Pesquier;Gigondas;149;750;2010-10-01;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Rhonedalen, Côtes du Rhône, Gigondas;Frankrike;Domaine du Pesquier;Vinia Sweden AB;2012;2012;15%;FS;0;75% grenache, 20% syrah och 5% mourvedre.;8 ;8 ;9 ;75%,grenache,20%,syrah,och,mourvedre;Kryddig,nyanserad,smak,inslag,hallon,lagerblad,jordgubbar,örter,choklad ;Kryddig,nyanserad,doft,inslag,hallon,lavendel,jordgubbar,vitpeppar,lagerblad
2842;Ruit Hora;;139;750;2010-10-01;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Toscana, Bolgheri;Italien;Caccia al Piano 1868;Stellan Kramer AB;2011;2011;14%;FS;0;65% merlot, 25% cabernet sauvignon och 10% syrah.;9 ;9 ;9 ;65%,merlot,25%,cabernet,sauvignon,och,10%,syrah;Kryddig,smak,fatkaraktär,inslag,plommon,svarta,vinbär,kakao,vanilj,svarta,oliver ;Kryddig,doft,fatkaraktär,inslag,plommon,svarta,vinbär,choklad,örter,vanilj
2846;Dragunera;Syrah;199;3000;2011-10-01;Rott vin, Fruktigt & Smakrikt;Box;Vingtapp;Sicilien;Italien;Moncaro;Selezione Barbro Guaccero;2013;2013;13.5%;FS;0;Syrah.;8 ;7 ;9 ;Syrah;Mycket,fruktig,smak,fatkaraktär,inslag,katrinplommon,mörka,choklad,vanilj ;Mycket,fruktig,doft,fatkaraktär,inslag,mörka,katrinplommon,kaffe,choklad
2847;Val delle Rose;Riserva;129;750;2013-06-01;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Toscana, Morellino di Scansano;Italien;Cecchi;Vinunic AB;2010;NA;14%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
2848;Stepp;Pinot Noir;124;750;2011-10-01;Rott vin, Kryddigt & Mustigt;Flaska;Skruvkapsyl;Pfalz;Tyskland;GP Winery;Oenoforos AB;2012;NA;13.5%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
2850;Sade oküzgozü;;85;750;2013-09-02;Rott vin, Mjukt & Barigt;Flaska;Skruvkapsyl;Anatolien, Elazig;Turkiet;Kavaklidere;Stellan Kramer AB;2011;2011;12.5%;FSN;0;oküzgozü.;6 ;6 ;9 ;Öküzgözü;Bärig,ungdomlig,smak,inslag,körsbär,plommon,örter,tobak ;Bärig,doft,inslag,körsbär,blåbär,örter,oliver
2852;Le Clos Camy;;79;750;2013-09-02;Rott vin, Stramt & Nyanserat;Flaska;Naturkork;Frankrike sydvast, Madiran;Frankrike;Domaine Laougué;Sigva AB;2010;NA;13.5%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
2861;Crozes-Hermitage;Domaine Habrard;119;750;2012-04-02;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Rhonedalen, Côtes du Rhône, Crozes-Hermitage;Frankrike;Domaine Habrard;Vinia Sweden AB;2012;2012;13%;FS;1;Syrah.;8 ;8 ;9 ;Syrah;Smakrikt,kryddigt,inslag,hallon,vitpeppar,björnbär,rosmarin,lagerblad,viol ;Nyanserad,kryddig,örtig,doft,inslag,hallon,viol,rosmarin,lagerblad,björnbär,vitpeppar
2863;Sonoma Hills;Pinot Noir;119;750;2014-12-01;Rott vin, Kryddigt & Mustigt;Flaska;Skruvkapsyl;Kalifornien, North Coast, Sonoma County, Russian River Valley;USA;Delicato;Hermansson & Co AB;2012;2012;14.5%;FSN;0;Pinot noir.;7 ;6 ;9 ;Pinot,noir;Nyanserad,kryddig,smak,fatkaraktär,inslag,jordgubbar,körsbär,ingefära,muskot,lakrits,örter ;Nyanserad,kryddig,doft,fatkaraktär,inslag,jordgubbar,körsbär,ingefära,muskot,lakrits,örter
2875;Loimer;Terrassen Pinot Noir;149;750;2013-06-01;Rott vin, Kryddigt & Mustigt;Flaska;Vinoloc;Niederosterreich, Kamptal;osterrike;Weingut Fred Loimer;Gullberg by Stockwine AB;2012;NA;13%;BS;1;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
2880;La Grande Roue;Syrah;64;750;2012-04-02;Rott vin, Fruktigt & Smakrikt;Flaska;Skruvkapsyl;Rhonedalen, Costières de Nîmes;Frankrike;Château Saint-Bénézet;BGS Wine Import;NA;NA;13%;BS;0;;inte testat;inte testat;inte testat;Ingen anged;inte testat;inte testat
2884;Vino Nobile di Montepulciano;Cecchi;139;750;2013-12-02;Rott vin, Kryddigt & Mustigt;Flaska;Naturkork;Toscana, Vino Nobile di Montepulciano;Italien;Cecchi;Vinunic AB;2011;2011;13.5%;FS;0;90% sangiovese och 10% caniolo nero.;7 ;7 ;9 ;90%,sangiovese,och,10%,caniolo,nero;Nyanserad,kryddig,något,utvecklad,smak,fatkaraktär,inslag,körsbär,plommon,choklad,örter ;Nyanserad,kryddig,något,utvecklad,doft,fatkaraktär,inslag,körsbär,salvia,plommon,choklad
