nr,Artikelid,Varnummer,Namn,Namn2,Prisinklmoms,Pant,Volymiml,PrisPerLiter,Saljstart,Slutlev,Varugrupp,Forpackning,Forslutning,Ursprung,Ursprunglandnamn,Producent,Leverantor,Argang,Provadargang,Alkoholhalt,Sortiment,Ekologisk,Koscher,RavarorBeskrivning
301601,828200,3016,Garnet Vineyards,Shiraz,93.000,,750,124,2014-06-02,,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Kalifornien, Central Coast",USA,Plata Wine Partners,The Wine Team,2012,2012,13%,FS,0,0,Shiraz.
3016103,897786,30161,Lasse i Gatan,,58.700,,330,177.88,2014-11-21,,"ol, Ale",Flaska,,"Stockholms lan, Sundbybergs kommun",Sverige,Sundbybergs koksbryggeri AB,Sundbybergs koksbryggeri AB,2014,,8%,TSLS,0,0,
3016201,897799,30162,Herman Hedning,God's Finger,31.100,,500,62.2,2014-11-21,,"ol, Ljus lager",Flaska,,"Vastmanlands lan, Kopings kommun",Sverige,Stromsholms Brygghus,Stromsholms Brygghus,,,4.5%,TSLS,0,0,Kornmalt och humle.
3016301,897811,30163,Ysta Julol,,24.800,.900,500,49.6,2014-11-21,,"ol, Mork lager",Flaska,,"Skane lan, Tomelilla kommun",Sverige,Tva Bryggare/osterlenBryggarna AB,osterlenbryggarna AB,,,5.7%,TSLS,0,0,
3016306,897820,30163,Ysta Julol,,68.600,,1000,68.6,2014-11-21,,"ol, Mork lager",Flaska,,"Skane lan, Tomelilla kommun",Sverige,Tva Bryggare/osterlenBryggarna AB,osterlenbryggarna AB,,,5.7%,TSLS,0,0,
302,8,3,Explorer Vodka,,104.000,,350,297.14,1993-10-01,,Okryddad sprit,Flaska,,,Internationellt marke,Altia Sweden AB,Altia Sweden AB,,,37.5%,FS,0,0,Vete.
302001,869100,3020,Arnaldo B,Etchart,149.000,,750,198.67,2014-12-01,,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,Salta,Argentina,Pernod Ricard Argentina,Pernod Ricard Sweden AB,2012,2012,14.5%,FSN,0,0,"60% malbec, 25% cabernet sauvignon och 15% tannat."
302301,504515,3023,Cantina Zaccagnini,Dal Tralcetto,99.000,,750,132,2010-06-07,,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Abruzzerna, Montepulciano d'Abruzzo",Italien,Ciccio Zaccagnini,Spendrups Bryggeri AB,2013,2013,12.5%,FS,0,0,Montepulciano.
302308,674370,3023,Cantina Zaccagnini,Dal Tralcetto,239.000,,3000,79.67,2012-06-29,,"Rott vin, Kryddigt & Mustigt",Box,Vingtapp,"Abruzzerna, Montepulciano d'Abruzzo",Italien,Ciccio Zaccagnini,Spendrups Bryggeri AB,2013,2013,12.5%,FS,0,0,Montepulciano.
302401,832425,3024,Château d'Arsac,,219.000,,750,292,2014-06-02,,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,"Bordeaux, Haut-Médoc, Margaux",Frankrike,,janake wine group AB,2011,2011,13.5%,FS,0,0,60% cabernet sauvignon och 40% merlot.
302601,779461,3026,Montelciego,Gran Reserva,169.000,,750,225.33,2013-12-02,,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,Rioja,Spanien,Bodegas Montelciego,The Wine Team,2004,2004,13.5%,FS,0,0,Tempranillo.
302701,872075,3027,Ribera 1 One,,89.000,,750,118.67,2014-12-01,,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,Ribera del Duero,Spanien,Bodegas Aster,Winepartners Nordic AB,2012,2012,14.5%,FSN,0,0,Tempranillo.
302808,873142,3028,Opal Springs,Chardonnay Viognier,179.000,,3000,59.67,2014-12-01,,"Vitt vin, Friskt & Fruktigt",Box,Tryckknapp front,South Eastern Australia,Australien,Lyrup Wine Company,Altia Sweden AB,2014,2014,13.5%,FSN,0,0,80% chardonnay och 20% viogner.
303001,873033,3030,Pieropan,Amarone della Valpolicella,349.000,,750,465.33,2014-12-01,,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Venetien, Valpolicella, Amarone della Valpolicella",Italien,Pieropan,Hjo Grosshandel AB,2011,2011,16.5%,FSN,1,0,"60% corvina, 30% corvinone, rondinella, croatina samt 5% ovriga druvsorter."
30302,858455,303,Godet XO Exellence,,269.000,,350,768.57,2014-09-01,,Cognac,Flaska,,Cognac,Frankrike,Godet Frères,Stockholm WineLab AB,,,40%,FSN,0,0,Ugni blanc.
303101,874072,3031,Matua,Organic Sauvignon Blanc,100.000,,750,133.33,2014-12-01,,"Vitt vin, Friskt & Fruktigt",Flaska,Skruvkapsyl,Marlborough,Nya Zeeland,Matua Valley Wines,Treasury Wine Estates Sweden AB,2014,2014,12.5%,FSN,1,0,Sauvignon blanc.
3031501,673896,30315,Coeur de Lion,,3245.000,,700,4635.71,2012-08-01,,Calvados,Flaska,,"Normandie, Calvados",Frankrike,Coeur de Lion,Symposion International AB,1962,,42%,TSE,0,0,
3031601,673981,30316,Coeur de Lion,Pays d'Auge,1795.000,,700,2564.29,2012-08-01,,Calvados,Flaska,,"Normandie, Calvados, Calvados du Pays d'Auge",Frankrike,Coeur de Lion,Symposion International AB,1980,,42%,TSE,0,0,
3032004,633318,30320,Armagnac de Montal,,4697.000,,200,23485,2012-03-29,,Armagnac,Flaska,,Armagnac,Frankrike,Armagnac Montal,Symposion International AB,1902,,40%,TSE,0,0,
3032801,799102,30328,Glen Keith,Part Nan Angelen,951.000,,700,1358.57,2014-02-01,,"Whisky, Malt",Flaska,,"Skottland, Highlands, Speyside",Storbritannien,Magni Spirits AB,Philipson Soderberg AB,1996,1996,46.2%,TSE,0,0,Kornmalt.
3034004,633331,30340,Armagnac de Montal,,2397.000,,200,11985,2012-03-01,,Armagnac,Flaska,,Armagnac,Frankrike,Armagnac Montal,Symposion International AB,1932,,40%,TSE,0,0,
303401,874444,3034,Casa Vinironia Palloncino,Aglianico,68.000,1.000,750,90.67,2014-12-01,,"Rott vin, Kryddigt & Mustigt",PET-flaska,Skruvkapsyl,Apulien,Italien,Megale Hellas srl,Giertz Vinimport AB,2013,2013,13.5%,FSN,0,0,Aglianico.
3036004,633368,30360,Armagnac de Montal,,4297.000,,200,21485,2012-03-29,,Armagnac,Flaska,,Armagnac,Frankrike,Armagnac Montal,Symposion International AB,1912,,40%,TSE,0,0,
303601,777186,3036,Lagarada,Reserva,91.000,,750,121.33,2013-12-02,,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,Douro,Portugal,Quinta do Cume,Tryffelsvinet AB,2011,2011,14%,FS,0,0,"50% touriga franca, 40% touriga nacional och 10% tinta roriz."
303701,885007,3037,Irmãos Tinto,,99.000,,750,132,2014-12-01,,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,Douro,Portugal,R4 Vinhos Rafael Miranda,Stragas-Gruppen AB,2012,2012,13.5%,FSN,0,0,Huvudsakligen touriga nacional och tinta roriz samt ovriga druvsorter.
304001,777709,3040,Tenuta Vignega,Valpolicella Ripasso Superiore,119.000,,750,158.67,2013-12-02,,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Venetien, Valpolicella, Valpolicella Superiore",Italien,Azienda Agricola Bettili Cristiana,Concealed Wines AB,2012,2012,13.5%,FS,1,0,"Corvina, rondinella, molinara och oseleta."
30401,370596,304,Dillon Très Vieux Rhum,,417.000,,700,595.71,2009-04-01,,"Rom, Mork",Flaska,,Martinique,Frankrike,Clarence Dillon Wines,Bibendum,,,43%,BS,0,0,
30602,39062,306,Bassano del Grappa,,279.000,,500,558,2003-03-03,,"Grappa och Marc, Grappa",Flaska,,,Italien,Distillerie Poli,Bibendum,,,40%,BS,0,0,"Cabernet sauvignon, merlot och pinot grigio"
306508,777741,3065,Araldica,Langhe Rosso,249.000,,3000,83,2013-12-02,,"Rott vin, Kryddigt & Mustigt",Box,Vingtapp,"Piemonte, Langhe",Italien,Araldica Vini Piemontesi,Nigab,2012,2012,13.5%,FS,0,0,80% nebbiolo och 20% barbera.
30702,34305,307,Sierra,Tequila Silver,199.000,,500,398,2002-04-02,,Tequila och Mezcal,Flaska,,Jalisco,Mexiko,Sierra Destileria,Nigab,,,38%,FS,0,0,
307101,586939,3071,Château les Roches Gaby,,99.000,,750,132,2011-10-01,,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,"Bordeaux, Fronsac, Canon-Fronsac",Frankrike,,Nigab,,,15%,BS,0,0,
308301,252859,3083,Château la Tour de By,,149.000,,750,198.67,2007-10-01,,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,"Bordeaux, Médoc",Frankrike,,Swedish Wine Cellar AB,,,13.5%,BS,0,0,
308302,252862,3083,Château la Tour de By,,79.000,,375,210.67,2007-10-01,,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,"Bordeaux, Médoc",Frankrike,,Swedish Wine Cellar AB,2011,2011,13.5%,FS,0,0,"60% cabernet sauvignon, 35% merlot och 5% petit verdot."
309701,777770,3097,Brunello di Montalcino,Fattoi,219.000,,750,292,2013-12-02,,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,"Toscana, Brunello di Montalcino",Italien,Fattoi Ofelio & Figli Soc. Sempl. - Soc. Agr.,Concealed Wines AB,2009,2009,14.5%,FS,0,0,Sangiovese.
310401,779626,3104,Dôle AOC du Valais,,109.000,,750,145.33,2013-12-02,,"Rott vin, Mjukt & Barigt",Flaska,Skruvkapsyl,Valais,Schweiz,Caves Orsat,The Wine Team,2012,2012,13%,FS,0,0,75% pinot noir och 25% gamay.
310508,404963,3105,Chill Out,Delicate & Fruity Shiraz Rosé,189.000,,3000,63,2009-07-13,,Rosévin,Box,Tryckknapp front,Kalifornien,USA,Altia,Altia Sweden AB,2013,2013,12.5%,FS,0,0,Shiraz.
310801,827316,3108,Villa Yambol,Rosé,59.000,,750,78.67,2014-06-02,,Rosévin,Flaska,Skruvkapsyl,Trakien,Bulgarien,Vinprom Yambol JSC,Fondberg,2013,2013,13.5%,FS,0,0,
311201,735770,3112,Château la Commanderie,,189.000,,750,252,2013-12-02,,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,"Bordeaux, Haut-Médoc, Saint-Estèphe",Frankrike,,Vinunic AB,2011,2011,12.5%,FS,0,0,55% merlot och 45% cabernet sauvignon.
312201,778804,3122,Terre di Cariano,Amarone della Valpolicella Classico,299.000,,750,398.67,2013-12-02,,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Venetien, Valpolicella, Amarone della Valpolicella, Amarone della Valpolicella Classico",Italien,Cecilia Beretta,Enjoy Wine & Spirits AB,2010,2010,15.5%,FS,0,0,"60% corvina, 25% rondinella, 5% corvinone, 5% croatina och 5% oseleta."
312801,839996,3128,Vieux Château des Jouans,,119.000,,750,158.67,2014-06-02,,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,"Bordeaux, Saint-Emilion",Frankrike,Calvet,Enjoy Wine & Spirits AB,2013,2013,12.5%,FS,0,0,90% merlot och 10% cabernet sauvignon.
313401,660584,3134,AC/DC Highway to Hell,Cabernet Sauvignon,100.000,,750,133.33,2012-06-19,,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,South Australia,Australien,Warburn Estate,Giertz Vinimport AB,2012,2012,13%,FS,0,0,Cabernet sauvignon.
314401,864760,3144,Santa Carolina,Specialties Mourvèdre,99.000,,750,132,2014-12-01,,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,"Rapel, Cachapoal",Chile,Viña Santa Carolina,Chris-Wine AB,2011,2011,14.5%,FSN,0,0,Mourvèdre.
314701,718234,3147,Clarendelle,Rouge,134.000,,750,178.67,2013-01-22,,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,Bordeaux,Frankrike,Clarence Dillon Wines,Hjo Grosshandel AB,2009,2009,13%,FSB,0,0,
315508,731343,3155,Koopmanskloof,Shiraz Cabernet Sauvignon,225.000,,3000,75,2013-06-01,,"Rott vin, Fruktigt & Smakrikt",Box,Tryckknapp front,Western Cape,Sydafrika,Koopmanskloof,Oenoforos AB,2013,,14%,BS,0,0,
315601,753996,3156,De Morgenzon DMZ,Concerto,119.000,,750,158.67,2013-09-02,,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,"Western Cape, Coastal Region, Stellenbosch",Sydafrika,De Morgenzon,Concealed Wines AB,2013,2013,14.5%,FS,0,0,"Syrah, mourvèdre och grenache."
315701,779409,3157,Château Tanesse,,94.000,,750,125.33,2013-12-02,,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,"Bordeaux, Cadillac Côtes de Bordeaux",Frankrike,Château Tanesse,Hjo Grosshandel AB,2011,2011,13.5%,FS,0,0,"49% merlot, 38% cabernet sauvignon, 11% cabernet franc och 2% petit verdot."
315801,779711,3158,Sannio Aglianico,,79.000,,750,105.33,2013-12-02,,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Kampanien, Sannio",Italien,Cecas s.c (Centro Cooperativo Agroalimentare Sannita),Stellan Kramer AB,2011,2011,13.5%,FS,0,0,Aglianico.
316901,779872,3169,Amaltea de Loxarel,,79.000,,750,105.33,2013-12-02,,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,Penedès,Spanien,Masia can Mayols.L,Amka Vinimport AB,2012,2012,13.5%,FS,1,0,"55% cabernet sauvignon, 30% merlot och 15% tempranillo."
317401,827431,3174,Plavac,de Mar,99.000,,750,132,2014-06-02,,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,Peljesac,Kroatien,Vupik,Mondo Wine Sweden AB,2012,,13%,BS,0,0,
317601,864774,3176,Bellingham Old Orchards,Malbec Mourvèdre Tannat,99.000,,750,132,2014-12-01,,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,"Western Cape, Coastal Region, Paarl",Sydafrika,Douglas Green Bellingham,Fondberg,2013,2013,14%,FSN,0,0,"Malbec, mourvèdre och tannat."
318101,299446,3181,Réserve de Bonnet Rosé,Merlot Cabernet Sauvignon,89.000,,750,118.67,2008-04-01,,Rosévin,Flaska,Skruvkapsyl,Bordeaux,Frankrike,André Lurton,Bibendum,2013,2013,12%,FS,0,0,Merlot och cabernet sauvignon.
31901,8518,319,Fattoria di Cavalcaselle,Grappa,279.000,,700,398.57,1995-09-18,,"Grappa och Marc, Grappa",Flaska,,Venetien,Italien,Giacomo Montresor,Nigab,,,40%,FS,0,0,
319801,865576,3198,Kleine Zalze,Vineyard Selection Pinotage,79.000,,750,105.33,2014-12-01,,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,Western Cape,Sydafrika,Kleine Zalze,Winemarket Nordic AB,2013,2013,14%,FSN,0,0,Pinotage.
3200801,39407,32008,Mauro,Chardonnay,64.000,,750,85.33,2003-03-03,,"Vitt vin, Friskt & Fruktigt",Flaska,Skruvkapsyl,Apulien,Italien,Nordic Sea Winery,Oenoforos AB,2013,2013,13%,FS,0,0,Chardonnay.
320401,497350,3204,Doppio Passo,Organic Primitivo,89.000,,750,118.67,2010-05-10,,"Rott vin, Fruktigt & Smakrikt",Flaska,Plastkork/syntetkork,"Apulien, Salento",Italien,Botter,The Wine Team,2013,2013,13%,FS,1,0,Primitivo.
320406,728827,3204,Doppio Passo,Primitivo,201.000,,1500,134,2013-02-01,,Rott vin,Magnum,,"Apulien, Salento",Italien,Botter,The Wine Team,2011,,13%,BS,0,0,
320408,678420,3204,Doppio Passo,Primitivo,225.000,,3000,75,2012-07-02,,Rott vin,Box,,"Apulien, Salento",Italien,Botter,The Wine Team,2013,,13%,BS,1,0,
3213001,50120,32130,Castello di Fonterutoli,,299.000,,750,398.67,2004-09-06,,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Toscana, Chianti, Chianti Classico",Italien,Marchesi Mazzei,The WineAgency Sweden AB,2010,2010,14%,FS,0,0,Sangiovese.
3213002,408232,32130,Castello di Fonterutoli,,159.000,,375,424,2009-10-01,,Rott vin,Flaska,Naturkork,"Toscana, Chianti, Chianti Classico",Italien,Marchesi Mazzei,The WineAgency Sweden AB,2008,2008,14%,BS,0,0,Sangiovese.
3213501,50268,32135,DC,Shiraz Mourvèdre,62.000,,750,82.67,2004-12-06,,Rott vin,Flaska,Skruvkapsyl,"Western Cape, Coastal Region, Darling",Sydafrika,Darling Cellars,Amka Vinimport AB,2011,,14.5%,BS,0,0,
3214501,51540,32145,Amarone della Valpolicella,Classico,399.000,,750,532,2004-12-06,,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Venetien, Valpolicella, Amarone della Valpolicella, Amarone della Valpolicella Classico",Italien,Zenato,Hjo Grosshandel AB,2009,2009,16.5%,FS,0,0,Huvudsakligen corvina.
3215101,242979,32151,Giancarlo Ceci,Chardonnay,74.000,,750,98.67,2007-04-02,,"Vitt vin, Friskt & Fruktigt",Flaska,Naturkork,"Apulien, Castel del Monte",Italien,Agrinatura,Selezione Barbro Guaccero,2012,2012,13%,FS,1,0,Chardonnay.
3215201,257739,32152,Tignanello,,529.000,,750,705.33,2007-05-10,,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,Toscana,Italien,Marchesi Antinori,Sigva AB,2011,2011,14.5%,FS,0,0,"80% sangiovese, 15% cabernet sauvignon och 5% cabernet franc."
3215301,324034,32153,Claude Val Rouge,,65.000,,750,86.67,2008-04-01,,"Rott vin, Mjukt & Barigt",Flaska,Skruvkapsyl,"Languedoc-Roussillon, VdP d'Oc",Frankrike,Domaines Claude Val,Bornicon & Salming,2013,2013,13.5%,FS,0,0,"Grenache, carignan, syrah och merlot."
3215308,852281,32153,Claude Val Rouge,,199.000,,3000,66.33,2014-05-02,,Rott vin,Box,,"Languedoc-Roussillon, VdP d'Oc",Frankrike,Domaines Claude Val,Bornicon & Salming,2013,,13.5%,BS,0,0,
3215501,339773,32155,KWV Roodeberg,White,82.000,,750,109.33,2008-07-07,,"Vitt vin, Friskt & Fruktigt",Flaska,Skruvkapsyl,Western Cape,Sydafrika,KWV,Arvid Nordquist Vin och Sprithandel,,,13.5%,BS,0,0,
3215601,832055,32156,Coste Della Sesia Nebbiolo,Travaglini Giancarlo,99.000,,750,132,2014-06-02,,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,"Piemonte, Coste Della Sesia",Italien,Travaglini Giancarlo S.A.,Amka Vinimport AB,2012,2012,13.5%,FS,0,0,Nebbiolo.
3215801,871248,32158,Brunus,Blend,119.000,,750,158.67,2014-12-01,,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,Montsant,Spanien,Portal del Montsant,Grapestyle Scandinavia,2011,2011,15%,FSN,0,0,"56% cariñena, 33% garnacha, 5% syrah, 3,5% merlot och 2,5% cabernet sauvignon."
3220501,34364,32205,il Nostro,Rosso Puglia,59.000,,750,78.67,2002-08-05,,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,Apulien,Italien,Nordic Sea Winery,Oenoforos AB,2013,2013,14%,FS,1,0,90% negroamaro och 10% primitivo.
3222401,40738,32224,Zenato,Merlot,139.000,,750,185.33,2003-06-02,,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,"Venetien, Garda",Italien,Zenato,Hjo Grosshandel AB,2010,2010,13.5%,FS,0,0,Merlot
3222801,41794,32228,Selvarossa,Salice Salentino,69.000,,750,92,2003-08-04,,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,"Apulien, Salice Salentino",Italien,Cantine Due Palme,Enjoy Wine & Spirits AB,2011,2011,14%,FS,0,0,Malvasia nera och negroamaro
3222901,42136,32229,Fonterutoli,,149.000,,750,198.67,2003-09-01,,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,"Toscana, Chianti, Chianti Classico",Italien,Marchesi Mazzei,The WineAgency Sweden AB,2012,2012,13.5%,FS,0,0,Sangiovese.
322301,7167,3223,Torres San Valentín,Parellada,59.000,,750,78.67,1995-01-09,,"Vitt vin, Latt & Avrundat",Flaska,Skruvkapsyl,Catalunya,Spanien,Miguel Torres,Miguel Torres,2013,2013,10.5%,FS,0,0,Parellada.
3225301,45653,32253,Sancerre,Les Baronnes,159.000,,750,212,2004-05-03,,"Vitt vin, Friskt & Fruktigt",Flaska,Skruvkapsyl,"Loiredalen, Sancerre",Frankrike,Henri Bourgeois,Philipson Soderberg AB,2013,2013,12.5%,FS,0,0,Sauvignon blanc.
3233501,21442,32335,Antè,Barbera d'Asti,91.000,,750,121.33,2000-01-03,,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Piemonte, Barbera d'Asti",Italien,Ca'Bianca,Enjoy Wine & Spirits AB,,,13.5%,BS,0,0,
3234101,21944,32341,Le Tense,Sassella,137.000,,750,182.67,2000-03-06,,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Lombardiet, Valtellina, Valtellina Superiore",Italien,Nino Negri,Enjoy Wine & Spirits AB,2010,2010,13.5%,FS,0,0,Chiavennasca (nebbiolo).
3236101,23550,32361,Masi Brolo Campofiorin Oro,,159.000,,750,212,2000-12-04,,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Venetien, Veronese",Italien,Masi,Philipson Soderberg AB,2010,2010,14%,FS,0,0,80% corvina och 20% rondinella.
3236401,24248,32364,Mauro,Primitivo Alberello,64.000,,750,85.33,2000-06-05,,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,"Apulien, Salento",Italien,Nordic Sea Winery,Oenoforos AB,2013,2013,14%,FS,0,0,Primitivo.
3236402,193689,32364,Mauro,Primitivo Alberello,37.000,,375,98.67,2006-04-01,,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,"Apulien, Salento",Italien,Nordic Sea Winery,Oenoforos AB,2013,2013,14%,FS,0,0,
3236408,31888,32364,Mauro,Primitivo Alberello,209.000,,3000,69.67,2001-12-03,,"Rott vin, Fruktigt & Smakrikt",Box,Vingtapp,"Apulien, Salento",Italien,Nordic Sea Winery,Oenoforos AB,2013,2013,13.5%,FS,0,0,Primitivo.
3236701,24251,32367,Canaletto,Zinfandel,79.000,,750,105.33,2000-10-02,,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,Apulien,Italien,Casa Girelli,Chris-Wine AB,2011,2011,13.5%,FS,0,0,Primitivo.
3240908,29186,32409,il Conte,Appassimento Zinfandel Negroamaro,179.000,,3000,59.67,2001-09-03,,"Rott vin, Fruktigt & Smakrikt",Box,Tryckknapp front,"Apulien, Salento",Italien,Nordic Sea Winery,Oenoforos AB,2013,2013,13.5%,FS,0,0,"Primitivo 80%, negroamaro 20%"
3241001,29242,32410,Primicia,,69.000,,750,92,2001-12-03,,"Rott vin, Kryddigt & Mustigt",Flaska,Plastkork/syntetkork,Rioja,Spanien,Bodegas Primicia,Oenoforos AB,2013,2013,13.5%,FS,0,0,Tempranillo 90% och garnacha 10%
3241108,30230,32411,Allegro,Sangiovese Primitivo,219.000,,3000,73,2001-10-01,,"Rott vin, Fruktigt & Smakrikt",Box,Vingtapp,Apulien,Italien,Nordic Sea Winery,Oenoforos AB,2013,2013,13.5%,FS,0,0,Sangiovese 80% och primitivo 20%.
3241201,29244,32412,Allegro,Primitivo,69.000,,750,92,2001-11-05,,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,Apulien,Italien,Nordic Sea Winery,Oenoforos AB,2013,2013,14.5%,FS,0,0,Primitivo.
3241701,30144,32417,Villa Puccini,,87.000,,750,116,2001-09-03,,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,Toscana,Italien,Villa Puccini,Nigab,2010,2010,12.5%,FS,0,0,"Sangiovese 90%, merlot 10%"
3241702,43561,32417,Villa Puccini,,50.000,,375,133.33,2003-11-03,,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,Toscana,Italien,Villa Puccini,Nigab,2010,2010,12.6%,FS,0,0,
3241706,43560,32417,Villa Puccini,,166.000,,1500,110.67,2003-11-03,,"Rott vin, Kryddigt & Mustigt",Magnum,Naturkork,Toscana,Italien,Villa Puccini,Nigab,2010,2010,12.6%,FS,0,0,
3243101,41807,32431,Boira',Sangiovese,89.000,,750,118.67,2003-08-04,,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,Marche,Italien,Cantine Volpi,Bibendum,2013,2013,13%,FS,1,0,Sangiovese
3243106,800339,32431,Boira,Sangiovese,179.000,,1500,119.33,2013-11-01,,Rott vin,Magnum,,Marche,Italien,Cantine Volpi,Bibendum,2013,,13%,BS,1,0,
3243108,883549,32431,Boira,Sangiovese,239.000,,3000,79.67,2014-09-01,,Rott vin,Box,,Marche,Italien,Cantine Volpi srl,Bibendum,2013,,13%,BS,1,0,
3244401,37503,32444,Masi Grandarella,Appassimento,199.000,,750,265.33,2002-12-02,,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Venetien, Delle Venezie",Italien,Masi,Philipson Soderberg AB,2010,2010,14.5%,FS,0,0,75% refosco och 25% carmenère.
3245201,39521,32452,Raccolto,Nero d'Avola Cabernet Sauvignon,89.000,,750,118.67,2003-04-07,,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,Sicilien,Italien,Nordic Sea Winery,Oenoforos AB,2013,2013,14%,FS,1,0,"60% nero d'avola, 40% cabernet sauvignon"
3245202,272731,32452,Raccolto,Nero d'Avola Cabernet Sauvignon,47.000,,375,125.33,2007-10-01,,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,Sicilien,Italien,Nordic Sea Winery,Oenoforos AB,2013,2013,14%,FS,1,0,"60% nero d'avola, 40% cabernet sauvignon"
3247201,42014,32472,Le Volte,,159.000,,750,212,2003-11-03,,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,Toscana,Italien,Ornellaia,Carovin AB,2012,2012,13.5%,FS,0,0,"50% merlot, 30% sangiovese och 20% cabernet sauvignon."
3247208,794140,32472,Le Volte,,839.000,,3000,279.67,2013-10-01,,Rott vin,Flaska,Naturkork,Toscana,Italien,Ornellaia,Carovin AB,2012,,14%,BS,0,0,
3290001,49347,32900,Grythyttan Jakt,,107.000,,750,142.67,2004-10-04,,"Fruktvin, Torrt",Flaska,Skruvkapsyl,"orebro lan, Hallefors kommun",Sverige,Grythyttan Vin AB,Grythyttan Vin,2013,2013,14%,FS,0,0,Blabar och lingon.
330001,507546,3300,Passitivo,Primitivo,89.000,,750,118.67,2010-06-01,,"Rott vin, Fruktigt & Smakrikt",Flaska,Plastkork/syntetkork,Apulien,Italien,Cantine Paolo Leo,WineWorld AB,2012,2012,14.5%,FS,0,0,Primitivo.
33001,11586,330,Janneau Grand Armagnac,VSOP,349.000,,700,498.57,1996-10-25,,Armagnac,Flaska,,Armagnac,Frankrike,Janneau,Stellan Kramer AB,,,40%,FS,0,0,
3302,17426,33,Lacko Slottsaquavit,,199.000,,500,398,1999-03-01,,Kryddad sprit,Flaska,Skruvkapsyl,,Internationellt marke,Altia,Altia Sweden AB,,,38%,FS,1,0,
330201,659278,3302,Raccolto,Appassimento,89.000,,750,118.67,2012-04-10,,"Rott vin, Kryddigt & Mustigt",Flaska,Plastkork/syntetkork,Venetien,Italien,Nordic Sea Winery,Oenoforos AB,2012,2012,14%,FS,0,0,
330501,864832,3305,Tbilvino Saperavi,,85.000,,750,113.33,2014-12-01,,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,Kakheti Region,Georgien,JSC Tibilvino,Amka Vinimport AB,2013,2013,13%,FSN,0,0,Saperavi.
330901,865231,3309,Ferngrove,Cabernet Sauvignon,99.000,,750,132,2014-12-01,,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,"Western Australia, Margaret River",Australien,Ferngrove Wines,Modern Wines Sweden AB,2013,2013,14%,FSN,0,0,Cabernet sauvignon.
