"","nr","Artikelid","Varnummer","Namn","Namn2","Prisinklmoms","Pant","Volymiml","PrisPerLiter","Saljstart","Slutlev","Varugrupp","Forpackning","Forslutning","Ursprung","Ursprunglandnamn","Producent","Leverantor","Argang","Provadargang","Alkoholhalt","Sortiment","Ekologisk","Koscher","RavarorBeskrivning","fyllighet","stravhet","fruktsyra","druva","smak","doft","real_score"
"1626",253301,673641,2533,"NBNC","",69,NA,750,92,"2012-10-01",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Skruvkapsyl","Lisboa","Portugal","Abreu & Sobreiro","Arvid Nordquist Vin och Sprithandel",2012,2012,"13%","FS",0,0,"70% aragonês, 20% castelão och 10% touriga nacional.","7 ","7 ","9 ","70%,aragonês,20%,castelão,och,10%,touriga,nacional","Mycket.fruktig.smak.inslag.mörka.körsbär.lavendel.blåbär.lakrits.kanel ","Mycket.fruktig.doft.inslag.björnbär.lavendel.mörka.körsbär.lakrits.örter",99
"1628",254801,650081,2548,"Baron de Ley","Gran Reserva",185,NA,750,246.67,"2012-03-05",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Rioja","Spanien","Baron de Ley","Enjoy Wine & Spirits AB",2007,2007,"13.5%","FS",0,0,"Tempranillo.","9 ","8 ","9 ","Tempranillo","Nyanserad.kryddig.smak.fatkaraktär.inslag.torkade.körsbär.plommon.kaffe.tobak.kakao ","Utvecklad.nyanserad.doft.fatkaraktär.inslag.torkade.körsbär.dill.plommon.tobak.mörk.choklad",99
"1629",254901,760625,2549,"Catralvos","",102,NA,750,136,"2013-09-02",NA,"Rott vin","Flaska","Naturkork","Terras do Sado, Palmela","Portugal","Horácio Simões","Sundance Wines AB",2010,2010,"13.5%","FS",0,0,"85% castelão, 10% aragonez och 5% syrah.","9 ","9 ","9 ","85%,castelão,10%,aragonez,och,syrah","Kryddig.smak.fatkaraktär.inslag.russin.stjärnanis.torkade.körsbär.rosmarin.choklad ","Kryddig.doft.fatkaraktär.inslag.russin.stjärnanis.torkade.körsbär.rosmarin.pomerans",99
"1630",255001,338436,2550,"Montepasso","",79,NA,750,105.33,"2008-10-01",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Skruvkapsyl","Marche, Rosso Conero","Italien","Moncaro","Selezione Barbro Guaccero",NA,NA,"13.5%","BS",0,0,"","inte testat","inte testat","inte testat","Ingen anged","inte testat","inte testat",99
"1631",255101,772359,2551,"Mayu","Reserva Syrah",89,NA,750,118.67,"2013-12-02",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Skruvkapsyl","Coquimbo, Valle del Elqui","Chile","Viña Mayu","WineWorld AB",2011,2011,"14%","FS",0,0,"Syrah.","9 ","9 ","9 ","Syrah","Fruktig.kryddig.smak.fatkaraktär.inslag.peppar.mörka.choklad.hallon.muskot.vanilj ","Fruktig.kryddig.doft.fatkaraktär.inslag.peppar.mörka.sandelträ.plommon.vanilj",99
"1634",255801,690719,2558,"Meandro","",139,NA,750,185.33,"2012-10-01",NA,"Rott vin, Stramt & Nyanserat","Flaska","Naturkork","Douro","Portugal","Quinta do Vale Meão","Vinovativa AB",NA,NA,"14.5%","BS",0,0,"","inte testat","inte testat","inte testat","Ingen anged","inte testat","inte testat",99
"1635",255901,339624,2559,"Duorum","",99,NA,750,132,"2008-10-01",NA,"Rott vin","Flaska","Naturkork","Douro","Portugal","Duorum Vinhos","Hermansson & Co AB",2013,NA,"13.5%","BS",0,0,"","inte testat","inte testat","inte testat","Ingen anged","inte testat","inte testat",99
"1636",256001,299065,2560,"Periquita","Reserva",85,NA,750,113.33,"2008-04-01",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Península de Setúbal","Portugal","José Maria da Fonseca","The WineAgency Sweden AB",2012,2012,"13%","FS",0,0,"56% castelão, 32% touriga naçional och 12% touriga francesa.","8 ","7 ","9 ","56%,castelão,32%,touriga,naçional,och,12%,touriga,francesa","Kryddig.mycket.fruktig.smak.fatkaraktär.inslag.körsbär.plommon.kakao.vanilj ","Kryddig.fruktig.doft.fatkaraktär.inslag.körsbär.kaffe.svarta.vinbär.lakrits",99
"1637",256008,442730,2560,"Periquita","Reserva",265,NA,3000,88.33,"2010-03-01",NA,"Rott vin, Kryddigt & Mustigt","Box","Vingtapp","Península de Setúbal","Portugal","José Maria da Fonseca","The WineAgency Sweden AB",2012,2012,"13%","FS",0,0,"56% castelão, 32% touriga naçional och 12% touriga francesa.","8 ","7 ","9 ","56%,castelão,32%,touriga,naçional,och,12%,touriga,francesa","Kryddig.mycket.fruktig.smak.fatkaraktär.inslag.körsbär.plommon.kakao.vanilj ","Kryddig.fruktig.doft.fatkaraktär.inslag.körsbär.kaffe.svarta.vinbär.lakrits",99
"1639",256201,634074,2562,"Tinto da Ânfora","",59,NA,750,78.67,"2012-04-02",NA,"Rott vin","Flaska","Naturkork","Alentejo, Alentejano","Portugal","Bacalhôa Vinhos de Portugal","Nigab",2009,NA,"14%","BS",0,0,"","inte testat","inte testat","inte testat","Ingen anged","inte testat","inte testat",99
"1640",256501,368246,2565,"Cigarra","Shiraz Tinta Barroca",65,NA,750,86.67,"2009-04-01",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Skruvkapsyl","Lisboa","Portugal","Casa Santos Lima","Giertz Vinimport AB",2012,2012,"13%","FS",0,0,"60% shiraz och 40% tinta barocca.","8 ","7 ","9 ","60%,shiraz,och,40%,tinta,barocca","Mycket.fruktig.smak.inslag.björnbär.plommon.lavendel.choklad ","Ungdomlig.fruktig.kryddig.doft.inslag.plommon.lavendel.mörk.choklad.örter",99
"1642",256701,760219,2567,"Siro","Fifty",105,NA,750,140,"2013-09-02",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Naturkork","Toscana","Italien","Fattoria di Gratena","Moestue Grape Selections AB",2013,2013,"14%","FS",1,0,"50% sangiovese och 50% gratena nero.","9 ","9 ","10","50%,sangiovese,och,50%,gratena,nero","Nyanserad.fruktig.kryddig.smak.fatkaraktär.inslag.svarta.vinbär.körsbär.salvia.choklad.kanel ","Nyanserad.fruktig.doft.fatkaraktär.inslag.mörka.salvia.skogsbär.choklad.kanel",99
"1643",256801,441650,2568,"Native","Touriga Nacional Cabernet Sauvignon",59,NA,750,78.67,"2010-10-01",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Skruvkapsyl","Tejo","Portugal","Fiuza & Bright","Sigva AB",2013,2013,"13%","FS",0,0,"Touriga nacional och cabernet sauvignon.","7 ","7 ","9 ","Touriga,nacional,och,cabernet,sauvignon","Mycket.fruktig.smak.inslag.körsbär.svarta.vinbär.vanilj.choklad ","Fruktig.doft.inslag.körsbär.svarta.vinbär.örter.lakrits",99
"1646",257301,1869,2573,"Marqués de Riscal","Reserva",135,NA,750,180,"1992-11-02",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Rioja","Spanien","Marqués de Riscal","Nigab",2009,2009,"14%","FS",0,0,"80% tempranillo, 10% mazuelo och 10% graciano.","8 ","8 ","9 ","80%,tempranillo,10%,mazuelo,och,10%,graciano","Utvecklad.kryddig.smak.fatkaraktär.inslag.torkade.körsbär.tobak.dill.kakao ","Utvecklad.kryddig.doft.fatkaraktär.inslag.mörka.körsbär.dill.korinter.tobak.choklad",99
"1647",257401,1870,2574,"Periquita","Original",69,NA,750,92,"1979-03-01",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Skruvkapsyl","Península de Setúbal","Portugal","José Maria da Fonseca","The WineAgency Sweden AB",2012,2012,"13%","FS",0,0,"Castelão, trincadeira och aragonez.","6 ","6 ","9 ","Castelão,trincadeira,och,aragonez","Kryddig.smak.inslag.mörka.körsbär.muskot.örter ","Kryddig.doft.inslag.björnbär.lakrits.örter",99
"1648",257406,4611,2574,"Periquita","Original",135,NA,1500,90,"1955-10-01",NA,"Rott vin, Kryddigt & Mustigt","Magnum","","Península de Setúbal","Portugal","José Maria da Fonseca","The WineAgency Sweden AB",2012,2012,"13%","FS",0,0,"Castelão, trincadeira och aragonez.","6 ","6 ","9 ","Castelão,trincadeira,och,aragonez","Kryddig.smak.inslag.mörka.körsbär.muskot.örter ","Kryddig.doft.inslag.björnbär.lakrits.örter",99
"1649",257408,45435,2574,"Periquita","Original",225,NA,3000,75,"2004-03-01",NA,"Rott vin","Box","Vingtapp","Península de Setúbal","Portugal","José Maria da Fonseca","The WineAgency Sweden AB",2011,NA,"13%","BS",0,0,"","6 ","6 ","9 ","Castelão,trincadeira,och,aragonez","Kryddig.smak.inslag.mörka.körsbär.muskot.örter ","Kryddig.doft.inslag.björnbär.lakrits.örter",99
"1650",257501,732804,2575,"Crasto Superior","",141,NA,750,188,"2013-09-02",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Naturkork","Douro","Portugal","Quinta do Crasto","Vinobele AB",2012,2012,"14.5%","FS",0,0,"Touriga nacional, touriga franca, tinta roriz och sousào.","10","9 ","9 ","Touriga,nacional,touriga,franca,tinta,roriz,och,sousào","Nyanserad.fruktig.smak.fatkaraktär.inslag.plommon.choklad.viol.hallon.lakrits.kryddor ","Nyanserad.fruktig.doft.fatkaraktär.inslag.plommon.mörka.viol.eneträ.choklad.mynta",99
"1655",259701,732731,2597,"Campogiovanni","Rosso di Montalcino",121,NA,750,161.33,"2013-06-01",NA,"Rott vin, Stramt & Nyanserat","Flaska","Naturkork","Toscana, Rosso di Montalcino","Italien","San Felice","Bibendum",2012,2012,"14%","FS",0,0,"Sangiovese.","9 ","9 ","9 ","Sangiovese","Kryddig.nyanserad.smak.fatkaraktär.inslag.körsbär.basilika.nypon.mörk.choklad.rosor ","Kryddig.nyanserad.doft.fatkaraktär.inslag.körsbär.basilika.nypon.mörk.choklad.rosor",99
"1656",2600101,17697,26001,"Ravenswood","Vintners Blend Zinfandel",99,NA,750,132,"1999-04-06",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Skruvkapsyl","Kalifornien","USA","Ravenswood","Bibendum",2012,2012,"13.5%","FS",0,0,"Zinfandel.","8 ","7 ","8 ","Zinfandel","Fruktig.smak.inslag.björnbär.hallon.mintchoklad.lakrits.örter ","Fruktig.doft.inslag.björnbär.hallon.mintchoklad.lakrits.örter",99
"1658",260901,661332,2609,"Viña Ardanza","Reserva",199,NA,750,265.33,"2012-04-25",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Rioja","Spanien","La Rioja Alta","Winepartners Nordic AB",2004,NA,"13.5%","BS",0,0,"","inte testat","inte testat","inte testat","Ingen anged","inte testat","inte testat",99
"1659",261201,171422,2612,"Marqués de Murrieta","Reserva",139,NA,750,185.33,"2005-08-22",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Rioja","Spanien","Marqués de Murrieta","Ward Wines AB",2008,2008,"14%","FS",0,0,"86% tempranillo, 8% garnacha tinta, 4% mazuelo och 2% graciano.","9 ","9 ","9 ","86%,tempranillo,garnacha,tinta,mazuelo,och,graciano","Balanserad.kryddig.smak.fatkaraktär.inslag.dill.mörka.körsbär.tobak.fikon.choklad ","Utvecklad.kryddig.doft.fatkaraktär.inslag.dill.mörka.körsbär.tobak.plommon.choklad",99
"1661",262001,1913,2620,"La Revedere","Merlot",59,NA,750,78.67,"1955-01-01",NA,"Rott vin, Mjukt & Barigt","Flaska","Skruvkapsyl","Dobrogea, Colinele Dobrogei","Rumanien","Altia","Altia Sweden AB",2013,2013,"13%","FS",0,0,"","5 ","4 ","8 ","Ingen anged","Mjuk.bärig.smak.sötma.inslag.skogsbär.vanilj ","Bärig.doft.inslag.skogsbär.örter",99
"1664",2631901,45165,26319,"Rosemount","Diamond Blends Shiraz Cabernet",69,NA,750,92,"2004-02-02",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Skruvkapsyl","South Eastern Australia","Australien","Rosemount Estate","Treasury Wine Estates Sweden AB",2012,2012,"13%","FS",0,0,"55 % shiraz och 45 % cabernet sauvignon","8 ","7 ","9 ","shiraz,och,cabernet,sauvignon","Mycket.fruktig.smak.inslag.björnbär.svarta.vinbär.vanilj.eukalyptus.lakrits ","Mycket.fruktig.doft.inslag.svarta.vinbär.eukalyptus.lakrits.vanilj",99
"1666",264301,1938,2643,"Montecillo","Crianza",72,NA,750,96,"1989-04-03",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Rioja","Spanien","Bodegas Montecillo","Mondo Wine Sweden AB",2010,2010,"13.5%","FS",0,0,"Tempranillo.","7 ","6 ","9 ","Tempranillo","Kryddig.något.utvecklad.smak.inslag.korinter.torkade.körsbär.dill.kakao ","Kryddig.aningen.utvecklad.doft.inslag.torkade.körsbär.svarta.vinbär.dill.vanilj",99
"1668",2650701,16590,26507,"Woodbridge","Zinfandel by Robert Mondavi Zinfandel",89,NA,750,118.67,"1999-01-04",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Skruvkapsyl","Kalifornien","USA","Robert Mondavi","Bibendum",2012,2012,"13.5%","FS",0,0,"Zinfandel.","8 ","7 ","9 ","Zinfandel","Mycket.fruktig.smak.inslag.skogsbär.mynta.svartpeppar.vanilj ","Mycket.fruktig.doft.inslag.björnbär.peppar.mynta.vanilj",99
"1669",2655401,37038,26554,"Ecologica El Condor","Cabernet Sauvignon Shiraz",64,NA,750,85.33,"2002-11-04",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Skruvkapsyl","Valle Central","Chile","Ecologica - The Organic Wine Company","Giertz Vinimport AB",2013,2013,"13.5%","FS",1,0,"60% cabernet sauvignon och 40% shiraz.","6 ","6 ","9 ","60%,cabernet,sauvignon,och,40%,shiraz","Fruktig.smak.inslag.mörka.blåbär.vanilj ","Fruktig.doft.inslag.mörka.blåbär.vanilj",99
"1670",265901,7995,2659,"Coto de Imaz","Reserva",99,NA,750,132,"1995-08-07",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Rioja","Spanien","El Coto de Rioja","Spendrups Bryggeri AB",2008,2008,"13.5%","FS",0,0,"Tempranillo","8 ","8 ","9 ","Tempranillo","Nyanserad.utvecklad.kryddig.smak.inslag.mörka.körsbär.dill.choklad.nypon.vanilj ","Nyanserad.utvecklad.kryddig.doft.inslag.mörka.körsbär.dill.choklad.läder.vanilj",99
"1673",266101,712079,2661,"Domaine Boyar","Pinot Noir",59,NA,750,78.67,"2013-03-01",NA,"Rott vin, Mjukt & Barigt","Flaska","Skruvkapsyl","Trakien","Bulgarien","Domaine Boyar","Pernod Ricard Sweden AB",2012,NA,"13%","BS",0,0,"","inte testat","inte testat","inte testat","Ingen anged","inte testat","inte testat",99
"1674",266201,779854,2662,"Ch Malavieille Alliance","",119,NA,750,158.67,"2013-12-02",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Naturkork","Languedoc-Roussillon, Coteaux du Languedoc, Terrasses du Larzac","Frankrike","Domaine de Malavieille","People Wine AB",2012,2012,"14%","FS",1,0,"80% syrah och 20% grenache.","9 ","9 ","9 ","80%,syrah,och,20%,grenache","Nyanserad.fruktig.smak.inslag.mörka.lavendel.peppar.lagerblad.svarta.oliver ","Nyanserad.fruktig.doft.inslag.mörka.lavendel.peppar.lagerblad.svarta.oliver",99
"1678",267801,1975,2678,"Faustino I","Gran Reserva",159,NA,750,212,"1991-09-02",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Rioja","Spanien","Faustino Martínez","Bibendum",2001,2001,"13.5%","FS",0,0,"Tempranillo.","8 ","8 ","9 ","Tempranillo","Utvecklad.kryddig.smak.fatkaraktär.inslag.körsbär.russin.dill.kakao.läder ","Utvecklad.kryddig.doft.fatkaraktär.inslag.torkade.körsbär.dill.russin.choklad.läder",99
"1679",268001,860934,2680,"Manifesto","Nero d'Avola",72,NA,750,96,"2014-09-01",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Naturkork","Sicilien","Italien","Nordic Sea Winery","Oenoforos AB",2013,2013,"14%","FSN",1,0,"85% nero d'avola och 15% cabernet sauvignon.","9 ","8 ","9 ","85%,nero,d'avola,och,15%,cabernet,sauvignon","Nyanserad.fruktig.smak.fatkaraktär.inslag.kaffe.mörka.plommon.choklad.vanilj.peppar ","Nyanserad.fruktig.doft.fatkaraktär.inslag.kaffe.mörka.plommon.choklad.vanilj.kryddor",99
"1681",268501,1982,2685,"Señorío de los Llanos","Reserva",62,NA,750,82.67,"1993-04-26",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Valdepeñas","Spanien","Bodegas Vinartis","Prime Wine Sweden AB",2009,2009,"13%","FS",0,0,"Tempranillo.","7 ","6 ","9 ","Tempranillo","Utvecklad.kryddig.smak.fatkaraktär.inslag.torkade.körsbär.vanilj.choklad.örter ","Utvecklad.kryddig.doft.fatkaraktär.inslag.torkade.körsbär.vanilj.örter",99
"1682",268601,1983,2686,"Torres Gran Sangre de Toro","Reserva",86,NA,750,114.67,"1990-10-01",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Catalunya","Spanien","Miguel Torres","Miguel Torres",2010,2010,"14%","FS",0,0,"Garnacha, cariñena och syrah.","8 ","8 ","9 ","60%,garnacha,25%,mazuelo,och,15%,syrah","Kryddig.smak.fatkaraktär.inslag.plommon.körsbär.kakao.kaffe.vanilj ","Kryddig.fruktig.doft.fatkaraktär.inslag.plommon.mörka.körsbär.choklad.viol.vanilj",99
"1683",268602,14818,2686,"Torres Gran Sangre de Toro","Reserva",46,NA,375,122.67,"1998-02-02",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Catalunya","Spanien","Miguel Torres","Miguel Torres",2010,2010,"14%","FS",0,0,"60% garnacha, 25% mazuelo och 15% syrah.","8 ","8 ","9 ","60%,garnacha,25%,mazuelo,och,15%,syrah","Kryddig.smak.fatkaraktär.inslag.plommon.körsbär.kakao.kaffe.vanilj ","Kryddig.fruktig.doft.fatkaraktär.inslag.plommon.mörka.körsbär.choklad.viol.vanilj",99
"1685",269301,686849,2693,"Slayer","Reign in Blood Red Cabernet Sauvignon",121,NA,750,161.33,"2012-07-31",NA,"Rott vin, Mjukt & Barigt","Flaska","Skruvkapsyl","Kalifornien","USA","","Brands For Fans Sweden AB",2011,NA,"12.5%","BS",0,0,"","inte testat","inte testat","inte testat","Ingen anged","inte testat","inte testat",99
"1686",269401,639393,2694,"Langhe Rosso","Il Cascinone",99,NA,750,132,"2012-10-01",NA,"Rott vin","Flaska","Naturkork","Piemonte, Langhe","Italien","Araldica Vini Piemontesi","Nigab",2008,NA,"14.5%","BS",0,0,"","inte testat","inte testat","inte testat","Ingen anged","inte testat","inte testat",99
"1688",269901,865632,2699,"Côtes-du-Rhône-Villages Cairanne","Domaine Berthet-Rayne",99,NA,750,132,"2014-12-01",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Rhonedalen, Côtes du Rhône","Frankrike","Domaine Berthet-Rayne","Domaine Wines Sweden AB",2012,2012,"14%","FSN",1,0,"Huvudsakligen grenache.","8 ","8 ","9 ","Huvudsakligen,grenache","Nyanserad.kryddig.smak.inslag.skogshallon.björnbär.örter.peppar.kakao.kanel ","Nyanserad.något.kryddig.doft.inslag.skogshallon.björnbär.örter.lagerblad.peppar",99
"1689",2700001,44911,27000,"Chill Out Lakes","Shiraz",63,NA,750,84,"2004-03-01",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Skruvkapsyl","Kalifornien","USA","Altia","Altia Sweden AB",2012,2012,"13.5%","FS",0,0,"Shiraz.","6 ","6 ","9 ","Shiraz","Mycket.fruktig.smak.inslag.blåbärssylt.jordgubbar.lakrits ","Fruktig.doft.inslag.blåbärssylt.jordgubbar.sötlakrits",99
"1690",270001,616786,2700,"Chianti","del Barone Ricasoli",89,NA,750,118.67,"2011-11-02",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Naturkork","Toscana, Chianti","Italien","Barone Ricasoli","WineWorld AB",2013,2013,"13%","FS",0,0,"Huvudakligen sangiovese och ovriga druvsorter.","7 ","7 ","10","Huvudakligen,sangiovese,och,övriga,druvsorter","Fruktig.aningen.kryddig.smak.inslag.körsbär.blåbär.örter.vanilj ","Fruktig.aningen.kryddig.doft.inslag.körsbär.blåbär.örter.vanilj",99
"1695",270401,854301,2704,"Macià Batle","Crianza",99,NA,750,132,"2014-09-01",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Naturkork","Balearerna, Mallorca, Binissalem","Spanien","Macià Batle","Sigva AB",2011,2011,"14%","FSN",0,0,"Merlot, cabernet sauvignon, syrah och mantoniegro.","9 ","9 ","9 ","Merlot,cabernet,sauvignon,syrah,och,mantoniegro","Nyanserad.fruktig.smak.fatkaraktär.inslag.mörka.körsbär.tobak.plommon.peppar.kakao.lavendel ","Nyanserad.fruktig.doft.fatkaraktär.inslag.mörka.körsbär.tobak.plommon.mörk.choklad.lavendel",99
"1696",270501,165264,2705,"Brolio","",119,NA,750,158.67,"2005-10-01",NA,"Rott vin, Stramt & Nyanserat","Flaska","Naturkork","Toscana, Chianti, Chianti Classico","Italien","Barone Ricasoli","WineWorld AB",2012,2012,"13%","FS",0,0,"Sangiovese.","9 ","9 ","10","Sangiovese","Nyanserad.kryddig.smak.rostad.fatkaraktär.inslag.mörka.körsbär.kaffe.basilika.svarta.vinbär.kakao ","Kryddig.nyanserad.doft.rostad.fatkaraktär.inslag.mörka.körsbär.kaffe.basilika.svarta.vinbär.choklad",99
"1697",270502,223331,2705,"Brolio","",69,NA,375,184,"2006-10-02",NA,"Rott vin, Stramt & Nyanserat","Flaska","Naturkork","Toscana, Chianti, Chianti Classico","Italien","Barone Ricasoli","WineWorld AB",2012,2012,"14%","FS",0,0,"Sangiovese.","9 ","9 ","10","Sangiovese","Nyanserad.kryddig.smak.rostad.fatkaraktär.inslag.mörka.körsbär.kaffe.basilika.svarta.vinbär.kakao ","Kryddig.nyanserad.doft.rostad.fatkaraktär.inslag.mörka.körsbär.kaffe.basilika.svarta.vinbär.choklad",99
"1698",270601,8416,2706,"Viña Albali","Crianza",59,NA,750,78.67,"1995-06-17",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Skruvkapsyl","Valdepeñas","Spanien","Felix Solis","Martin & Servera Aktiebolag",NA,NA,"13%","BS",0,0,"","inte testat","inte testat","inte testat","Ingen anged","inte testat","inte testat",99
"1699",270701,855677,2707,"Aventino Old Vines","Mencía",99,NA,750,132,"2014-09-01",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Naturkork","Bierzo","Spanien","Hemmeken Cellars","Enjoy Wine & Spirits AB",2011,2011,"14.5%","FSN",0,0,"Mencía.","9 ","9 ","9 ","Mencía","Nyanserad.fruktig.smak.fatkaraktär.inslag.björnbär.hallon.ceder.viol.mynta.kaffe.vanilj ","Nyanserad.fruktig.doft.fatkaraktär.inslag.björnbär.hallon.ceder.viol.tobak.kaffe.vanilj",99
"1700",270801,170357,2708,"Azabache","Crianza",79,NA,750,105.33,"2005-08-15",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Skruvkapsyl","Rioja","Spanien","Viñedos de Aldeanueva","Chris-Wine AB",2011,2011,"14%","FS",1,0,"60% tempranillo, 30% garnacha och 10% graciano.","7 ","6 ","10","60%,tempranillo,30%,garnacha,och,10%,graciano","Kryddig.smak.fatkaraktär.inslag.mörka.körsbär.dill.russin.choklad ","Kryddig.doft.fatkaraktär.inslag.mörka.körsbär.russin.örter.choklad",99
"1701",271001,2005,2710,"Marqués de Arienzo","Reserva",98,NA,750,130.67,"1991-04-15",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Rioja","Spanien","Marqués de Riscal","Nigab",2010,2010,"14%","FS",0,0,"Tempranillo, graciano och mazuelo.","9 ","8 ","9 ","Tempranillo","Kryddig.något.utvecklad.smak.fatkaraktär.inslag.torkade.körsbär.mörk.choklad.vanilj.örter ","Kryddig.något.utvecklad.doft.fatkaraktär.inslag.torkade.körsbär.mörk.choklad.vanilj.dill",99
"1702",271002,2006,2710,"Marqués de Arienzo","Reserva",55,NA,375,146.67,"1990-09-01",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Rioja","Spanien","Marqués de Riscal","Nigab",2010,2010,"13.5%","FS",0,0,"Tempranillo.","9 ","8 ","9 ","Tempranillo","Kryddig.något.utvecklad.smak.fatkaraktär.inslag.torkade.körsbär.mörk.choklad.vanilj.örter ","Kryddig.något.utvecklad.doft.fatkaraktär.inslag.torkade.körsbär.mörk.choklad.vanilj.dill",99
"1703",271006,4602,2710,"Marqués de Arienzo","Reserva",199,NA,1500,132.67,"1990-09-01",NA,"Rott vin, Kryddigt & Mustigt","Magnum","","Rioja","Spanien","Marqués de Riscal","Nigab",2010,2010,"13.5%","FS",0,0,"Tempranillo.","9 ","8 ","9 ","Tempranillo","Kryddig.något.utvecklad.smak.fatkaraktär.inslag.torkade.körsbär.mörk.choklad.vanilj.örter ","Kryddig.något.utvecklad.doft.fatkaraktär.inslag.torkade.körsbär.mörk.choklad.vanilj.dill",99
"1705",271601,632413,2716,"Montelciego","Reserva",89,NA,750,118.67,"2012-04-02",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Rioja","Spanien","Bodegas Montelciego","The Wine Team",2008,2008,"13%","FS",0,0,"Tempranillo.","8 ","8 ","9 ","Tempranillo","Nyanserad.utvecklad.kryddig.smak.fatkaraktär.inslag.torkad.frukt.körsbär.dill.tobak.kakao ","Nyanserad.utvecklad.kryddig.doft.fatkaraktär.inslag.torkad.frukt.körsbär.tobak.läder",99
"1706",271701,713614,2717,"Gratena","",92,NA,750,122.67,"2013-03-01",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Toscana, Chianti","Italien","Fattoria di Gratena","Moestue Grape Selections AB",2012,2012,"13.5%","FS",1,0,"Sangiovese.","7 ","8 ","10","Sangiovese","Kryddig.nyanserad.smak.inslag.körsbär.eneträ.örter.jordgubbar.vanilj ","Kryddig.nyanserad.doft.inslag.peppar.körsbär.jordgubbar.salvia.vanilj",99
"1707",271801,339649,2718,"Campos de Luz","Garnacha",54,NA,750,72,"2008-10-01",NA,"Rott vin, Mjukt & Barigt","Flaska","","Cariñena","Spanien","Bodegas Esteban Martin","Apricot AB",2013,2013,"13.5%","FS",0,0,"Garnacha.","5 ","5 ","9 ","Garnacha","Bärig.smak.inslag.körsbär.blåbär.sötlakrits ","Bärig.doft.inslag.körsbär.blåbär.sötlakrits",99
"1708",271806,519350,2718,"Campos de Luz","Garnacha",119,NA,1500,79.33,"2010-10-01",NA,"Rott vin, Mjukt & Barigt","Magnum","Plastkork/syntetkork","Cariñena","Spanien","Bodegas Esteban Martin","Apricot AB",2013,2013,"13.5%","FS",0,0,"Garnacha.","5 ","5 ","9 ","Garnacha","Bärig.smak.inslag.körsbär.blåbär.sötlakrits ","Bärig.doft.inslag.körsbär.blåbär.sötlakrits",99
"1709",271901,715713,2719,"Castaño","Garnacha Syrah Monastrell",58,1,750,77.33,"2013-03-01",NA,"Rott vin, Fruktigt & Smakrikt","PET-flaska","Skruvkapsyl","Yecla","Spanien","Bodegas Castaño","Fondberg",2011,NA,"14%","BS",0,0,"","inte testat","inte testat","inte testat","Ingen anged","inte testat","inte testat",99
"1710",272001,428960,2720,"Petit","",99,NA,750,132,"2010-03-24",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Naturkork","Montsant","Spanien","Celler Ronadelles","Sigva AB",2011,NA,"14.5%","BS",0,0,"","inte testat","inte testat","inte testat","Ingen anged","inte testat","inte testat",99
