nr,Artikelid,Varnummer,Namn,Namn2,Prisinklmoms,Pant,Volymiml,PrisPerLiter,Saljstart,Slutlev,Varugrupp,Forpackning,Forslutning,Ursprung,Ursprunglandnamn,Producent,Leverantor,Argang,Provadargang,Alkoholhalt,Sortiment,Ekologisk,Koscher,RavarorBeskrivning,fyllighet,stravhet,fruktsyra,smak,doft
7659801,1020801,76598,Villa Valentina,Sangiovese,90.00,,750.00,120.00,2015-11-02,,Rött vin,Flaska,Skruvkapsyl,Apulien,Italien,Villa Valentina,Iconic Wines,2015,,13.50%,FS,1,0,Sangiovese.,7,6,10,Fruktig.aningen brand.liten sotma..fat.korsbar.russin.lakrits
223101,1025919,2231,Barolo,Silvio Grasso,300.00,,750.00,400.00,2016-03-01,,Rött vin,Flaska,Naturkork,Piemonte,Italien,Silvio Grasso,Stragas-Gruppen AB,2009,,15.00%,FS,0,0,Nebbiolo.,9,10,10,Komplex.utvecklad.fatkaraktar..torkade korsbar.nypon.kakao.lader.rosor.lakritsrot
236101,1025931,2361,Rigogolo Chianti Riserva,Nettuno,96.00,,750.00,128.00,2016-03-01,,Rött vin,Flaska,Naturkork,Toscana,Italien,Nettuno,AB Wicked Wine Sweden,2014,,13.00%,FS,0,0,90% sangioves  5% canaiolo och 5% cabernet sauvignon.,8,8,9,Nyanserad.kryddig.fatkaraktar..morka korsbar.lakrits.kanel.choklad.lagerblad.vanilj
7912501,1026925,79125,Ecoltura,Valpolicella,110.00,,750.00,146.67,2015-12-01,,Rött vin,Flaska,Naturkork,Venetien,Italien,Domaine Wines,Domaine Wines Sweden AB,2015,,13.50%,FS,1,0,50% corvinone  30% rondinella och 20% corvina.,8,6,9,Kryddig.inslag fat.korsbar.russin.choklad.vanilj
255301,1030892,2553,Roquette & Cazes,,200.00,,750.00,266.67,2016-03-01,,Rött vin,Flaska,Naturkork,Douro,Portugal,Roquette & Cazes,Hjo Grosshandel AB,2012,,14.50%,FS,0,0,60% touriga nacional  25% touriga franca och 15% tinta roriz.,10,10,10,Nyanserad.fatkaraktar..bjornbar.morka korsbar.lagerblad.vanilj.kakao.peppar
212201,1032209,2122,Château la Varière,Cabernet Sauvignon,120.00,,750.00,160.00,2016-03-01,,Rött vin,Flaska,Naturkork,Loiredalen,Frankrike,Château la Varière,Quaffable Wines Sweden AB,2014,,13.50%,FS,0,0,Cabernet sauvignon.,7,8,10,Fruktig.nyanserad.fat.svarta vinbar.slanbar.farska orter.lagerblad.peppar
7278201,1037974,72782,Piemonte,Barbera,90.00,,750.00,120.00,2016-01-02,,Rött vin,Flaska,Naturkork,Piemonte,Italien,San Silvestro,Vinunic AB,2014,,13.00%,FS,1,0,Barbera.,6,6,10,Barig.nyanserad.blabar.morka korsbar.viol.skogshallon.sandeltra
7499701,1038033,74997,Allegrini,Palazzo della Torre,150.00,,750.00,200.00,2016-01-02,,Rött vin,Flaska,Naturkork,Venetien,Italien,Allegrini,Enjoy Wine & Spirits AB,2012,,13.50%,FS,0,0,Corvina och rondinella.,8,6,8,Mycket fruktig.fatkaraktar..korsbarspraliner.plommon.choklad.vanilj
7083401,1040744,70834,Barrels & Drums,Organic,100.00,,750.00,133.33,2016-01-02,,Rött vin,Flaska,Skruvkapsyl,Rhonedalen,Frankrike,Enjoy Wine & Spirits,Enjoy Wine & Spirits AB,2015,,13.50%,FS,1,0,,6,6,9,Kryddig.blabar.peppar.skogshallon.sotlakrits
643001,1105253,6430,Lindemans,Shiraz Cabernet,73.00,1.00,750.00,97.33,2016-09-01,,Rött vin,PET-flaska,Skruvkapsyl,South Eastern Australia,Australien,Lindemans,Treasury Wine Estates Sweden AB,2015,,13.50%,FS,0,0,Shiraz och cabernet sauvignon.,7,6,9,Fruktig.svarta vinbar.bjornbar.orter.lakrits
464301,1141869,4643,JP Chenet,Cabernet-Syrah Organic,65.00,,750.00,86.67,2016-12-01,,Rött vin,Flaska,Skruvkapsyl,Languedoc-Roussillon,Frankrike,Les Grands Chais de France,Stellan Kramer AB,2015,,13.00%,FS,1,0,Cabernet sauvignon och syrah.,4,4,9,Barig.skogshallon.lakrits.kryddor
464304,1141900,4643,JP Chenet,Cabernet-Syrah Organic,28.00,,250.00,112.00,2016-12-01,,Rött vin,Flaska,Skruvkapsyl,Languedoc-Roussillon,Frankrike,Les Grands Chais de France,Stellan Kramer AB,2015,,13.00%,FS,1,0,Cabernet sauvignon och syrah.,4,4,9,Barig.skogshallon.lakrits.kryddor
464501,1142003,4645,Dark Horse,Zinfandel,90.00,,750.00,120.00,2016-12-01,,Rött vin,Flaska,Skruvkapsyl,Kalifornien,USA,Dark Horse,Spendrups Bryggeri AB,2015,,14.50%,FS,0,0,Zinfandel.,7,5,8,Generost fruktig.fat.blabarssylt.bjornbar.mynta.lakrits
1252001,12658,12520,Dão,Casal Mor,54.00,,750.00,72.00,1997-06-02,,Rött vin,Flaska,Naturkork,Beira,Portugal,Caves Primavera,Amka Vinimport AB,2014,,13.00%,FS,0,0,50% touriga nacional  30% alfrocheiro och 20% jaen.,7,7,9,Kryddig.skogsbar.kryddpeppar.lagerblad.lakrits
679202,13548,6792,Campolieti,Ripasso,60.00,,375.00,160.00,1997-07-01,,Rött vin,Flaska,Naturkork,Venetien,Italien,Luigi Righetti,janake wine group AB,2014,,13.50%,FS,0,0,Corvina 60%  rondinella 20%  molinara 15%  övriga 5%,7,7,9,Kryddig.fatkaraktar..korsbar.russin.choklad.orter.kaffe.vanilj
756408,15359,7564,Gato Negro,Cabernet Sauvignon,193.00,,3000.00,64.33,1998-05-04,,Rött vin,Box,Tryckknapp front,Valle Central,Chile,Viña San Pedro,Pernod Ricard Sweden AB,2016,,13.50%,FS,0,0,Cabernet sauvignon,6,6,9,Mycket fruktig.ungdomlig.svarta vinbar.bjornbar.orter
8319201,170871,83192,Chambolle-Musigny,Premier Cru Joseph Drouhin,600.00,,750.00,800.00,2005-10-01,,Rött vin,Flaska,Naturkork,Bourgogne,Frankrike,Joseph Drouhin,Hjo Grosshandel AB,2014,,13.00%,FS,0,0,Pinot noir.,5,5,10,Kryddig.fatkaraktar..korsbar.hallon.choklad.lakritsrot.sandeltra
682308,17266,6823,Killawarra,Shiraz Cabernet Sauvignon,213.00,,3000.00,71.00,1999-03-01,,Rött vin,Box,Vingtapp,South Eastern Australia,Australien,Foster's,Treasury Wine Estates Sweden AB,2015,,13.50%,FS,0,0,66% shiraz och 34% cabernet sauvignon.,5,4,9,Fruktig.drottningssylt.lakrits.vanilj
694208,182506,6942,Rawson's Retreat,Shiraz Cabernet,253.00,,3000.00,84.33,2005-10-10,,Rött vin,Box,Vingtapp,South Eastern Australia,Australien,Rawson's Retreat,Treasury Wine Estates Sweden AB,2015,,13.50%,FS,0,0,50% shiraz  40% cabernet sauvignon och 10% ruby cabernet.,8,7,9,Mycket fruktig.fat.svarta vinbar.mynta.morka korsbar.vanilj
685301,190840,6853,Adobe,Reserva Cabernet Sauvignon,80.00,,750.00,106.67,2006-04-01,,Rött vin,Flaska,Skruvkapsyl,Valle Central,Chile,Viñedos Orgánicos Emiliana,VCT Sweden AB,2015,,13.50%,FS,1,0,Cabernet sauvignon.,7,7,9,Mycket fruktig.fat.svarta vinbar.farska orter.blabar.lakrits
699802,19186,6998,Masi,Valpolicella Bonacasta,60.00,,375.00,160.00,1999-07-05,,Rött vin,Flaska,Plastkork/syntetkork,Venetien,Italien,Masi,Vinunic AB,2015,,12.00%,FS,0,0,Corvina  rondinella och molinara.,6,6,9,Barig.skogshallon.korsbar.lakrits.orter
730601,192693,7306,Langhe,Nebbiolo Pio Cesare,160.00,,750.00,213.33,2006-04-01,,Rött vin,Flaska,Naturkork,Piemonte,Italien,Pio Cesare,Miguel Torres,2012,,14.00%,FS,0,0,Nebbiolo.,9,10,9,Stram.nyanserad.nagot utvecklad.fat.torkade korsbar.kakao.nypon.lader
745108,198502,7451,Roodeberg,,263.00,,3000.00,87.67,2006-02-01,,Rött vin,Box,Vridtapp,Western Cape,Sydafrika,KWV,Arvid Nordquist Vin och Sprithandel,2015,,14.00%,FS,0,0,Cabernet sauvignon  merlot och shiraz.,8,6,9,Fruktig.fat.bjornbar.hallon.lakrits
651901,20189,6519,Sunrise,Merlot,60.00,,750.00,80.00,1999-10-04,,Rött vin,Flaska,Skruvkapsyl,Valle Central,Chile,Concha y Toro,VCT Sweden AB,2015,,12.00%,FS,0,0,Merlot.,7,7,9,Mycket fruktig.ungdomlig.morka bar.lakrits.orter
653201,20218,6532,Santa Helena,Varietal Cabernet Sauvignon,60.00,,750.00,80.00,1999-11-01,,Rött vin,Flaska,Skruvkapsyl,Valle Central,Chile,Viña Santa Helena,Arvid Nordquist Vin och Sprithandel,2015,,13.50%,FS,0,0,Cabernet sauvignon.,7,7,9,Ungdomlig.mycket fruktig.svarta vinbar.lakrits.blabar.orter
631201,208820,6312,Elvis The King,Cabernet Sauvignon,110.00,,750.00,146.67,2006-05-02,,Rött vin,Flaska,Plastkork/syntetkork,Kalifornien,USA,Elvis Presley Wine Cellars,Enjoy Wine & Spirits AB,2014,,13.00%,FS,0,0,Cabernet sauvignon.,8,6,9,Mycket fruktig.fat.svarta vinbar.vanilj.drottningssylt.lakrits
658101,209119,6581,Cameleon,Selection Malbec,90.00,,750.00,120.00,2006-10-02,,Rött vin,Flaska,Skruvkapsyl,Cuyo,Argentina,Domaine Bousquet,Vinia Sweden AB,2016,,13.00%,FS,1,0,Malbec.,7,6,9,Mycket fruktig.fat.blabar.lakrits.bjornbar.orter
658102,209122,6581,Cameleon,Selection Malbec,50.00,,375.00,133.33,2006-10-02,,Rött vin,Flaska,Skruvkapsyl,Cuyo,Argentina,Domaine Bousquet,Vinia Sweden AB,2016,,14.50%,FS,1,0,Malbec.,7,6,9,Mycket fruktig.fat.blabar.lakrits.bjornbar.orter
659701,210851,6597,Gnarly Head,Old Vine Zin,100.00,,750.00,133.33,2006-10-02,,Rött vin,Flaska,Skruvkapsyl,Kalifornien,USA,Gnarly Head Cellars,Enjoy Wine & Spirits AB,2014,,14.50%,FS,0,0,86% zinfandel och 14% petite sirah.,7,7,9,Generost fruktig.fat.blabar.bjornbar.mynta.vanilj
633801,21349,6338,Wolf Blass Eaglehawk,Cabernet Sauvignon,70.00,,750.00,93.33,2000-03-06,,Rött vin,Flaska,Skruvkapsyl,South Eastern Australia,Australien,Wolf Blass,Treasury Wine Estates Sweden AB,2015,,13.50%,FS,0,0,Cabernet sauvignon.,7,6,9,Mycket fruktig.fat.svarta vinbar.orter.hallonsylt.vanilj
645101,213931,6451,AUSSIE Kangarouge,Shiraz,65.00,,1000.00,65.00,2006-10-02,,Rött vin,Papp,,,Australien,Altia,Altia Sweden AB,,,13.50%,FS,0,0,Shiraz.,6,5,9,Ungdomlig.fruktig.bjornbar.sotlakrits
7344501,21604,73445,Château La Grave à Pomerol,Trigant de Boisset,600.00,,750.00,800.00,1999-12-01,,Rött vin,Flaska,Naturkork,Bordeaux,Frankrike,,Hjo Grosshandel AB,2012,,14.50%,FS,0,0,,9,9,9,Komplex.utvecklad.rostad fatkaraktar..svarta vinbar.korinter.mork choklad.tobak.kaffe.ceder
8253101,229748,82531,Bouchard Aîné,Pinot Noir,80.00,,750.00,106.67,2006-11-01,,Rött vin,Flaska,Skruvkapsyl,,Frankrike,Bouchard Aîné et Fils,Chris-Wine AB,2015,,12.50%,FS,0,0,Pinot noir.,6,6,9,Kryddig.fatkaraktar..korsbar.hallon.lakrits.orter.sandeltra
637401,24912,6374,Lindemans Bin 50,Shiraz,80.00,,750.00,106.67,2000-09-04,,Rött vin,Flaska,Skruvkapsyl,South Australia,Australien,Lindemans,Treasury Wine Estates Sweden AB,2015,,13.50%,FS,0,0,Shiraz.,6,5,9,Mycket fruktig.ungdomlig.bjornbar.blabar.viol
694202,25077,6942,Rawson's Retreat,Shiraz Cabernet,50.00,,375.00,133.33,2000-07-03,,Rött vin,Flaska,Skruvkapsyl,South Eastern Australia,Australien,Rawson's Retreat,Treasury Wine Estates Sweden AB,2015,,13.50%,FS,0,0,50% shiraz  40% cabernet sauvignon och 10% ruby cabernet.,8,7,9,Mycket fruktig.fat.svarta vinbar.mynta.morka korsbar.vanilj
668501,252849,6685,Viña Maipo,Carmenère,56.00,,750.00,74.67,2007-10-01,,Rött vin,Flaska,Skruvkapsyl,Maule,Chile,Viña Maipo SpA,VCT Sweden AB,2015,,12.50%,FS,0,0,90% carmenere och 10% cabernet sauvignon.,7,5,9,Mycket fruktig.fat.svarta vinbar.korsbar.lakrits.vanilj
650601,268578,6506,Kevin Arnold,Shiraz,210.00,,750.00,280.00,2007-10-01,,Rött vin,Flaska,Naturkork,Western Cape,Sydafrika,Waterford Wines,WineWorld AB,2012,,14.00%,FS,0,0,94% shiraz och 6% mourvèdre.,10,9,9,Fruktig.nyanserad.rostad fatkaraktar..bjornbar.plommon.kaffe.hallon.mork choklad
236501,271700,2365,Barbera d'Alba,Luigi Voghera,110.00,,750.00,146.67,2007-10-01,,Rött vin,Flaska,Naturkork,Piemonte,Italien,Luigi Voghera,Prime Wine Sweden AB,2015,,14.00%,FS,0,0,Barbera.,7,7,10,Fruktig.fat.morka korsbar.skogshallon.farska orter.blabar.kryddor.viol
8492601,271835,84926,Errazuriz MAX,Reserva Cabernet Sauvignon,140.00,,750.00,186.67,2007-08-01,,Rött vin,Flaska,Naturkork,Aconcagua,Chile,Viña Errázuriz,Winemarket Nordic AB,2014,,14.00%,FS,0,0,Cabernet sauvignon.,9,9,9,Mycket fruktig.fatkaraktar..svarta vinbar.plommon.orter.vanilj.ceder.mork choklad
655601,294776,6556,Trio,Merlot Carmenère Cabernet Sauvignon,86.00,,750.00,114.67,2008-04-01,,Rött vin,Flaska,Skruvkapsyl,Rapel,Chile,Concha y Toro,VCT Sweden AB,2014,,14.00%,FS,0,0,55% merlot  40% carmenère och 5% cabernet sauvignon.,9,8,9,Generost fruktig.fatkaraktar..plommon.svarta vinbar.blabar.peppar.viol.vanilj Serveras
669001,299029,6690,7 Deadly Zins,,140.00,,750.00,186.67,2008-04-01,,Rött vin,Flaska,Naturkork,Kalifornien,USA,Michael David Winery,janake wine group AB,2014,,15.00%,FS,0,0,Zinfandel.,10,8,9,Generost fruktig.rostad fatkaraktar..drottningsylt.choklad.kryddnejlika.vanilj
669401,299055,6694,Irony,Pinot Noir,150.00,,750.00,200.00,2008-04-01,,Rött vin,Flaska,Naturkork,Kalifornien,USA,Life's Strange Twists Wine Co,Ward Wines AB,2014,,14.50%,FS,0,0,96% pinot noir och 4% petite sirah.,7,6,9,Kryddig.nyanserad.fatkaraktar..jordgubbar.skogshallon.peppar.korsbar.choklad
7448001,326747,74480,Marimar Estate,Pinot Noir,350.00,,750.00,466.67,2008-06-02,,Rött vin,Flaska,Naturkork,Kalifornien,USA,Marimar Torres,Miguel Torres,2013,,14.00%,FS,0,0,Pinot noir.,7,6,9,Kryddig.fruktig.fatkaraktar..mogna jordgubbar.korsbar.kanel.pomerans.sandeltra.kaffe
7464601,334171,74646,Beringer,Knights Valley Cabernet Sauvignon,220.00,,750.00,293.33,2008-07-01,,Rött vin,Flaska,Naturkork,Kalifornien,USA,Beringer Vineyards,Treasury Wine Estates Sweden AB,2013,,14.50%,FS,0,0,Cabernet sauvignon.,10,10,10,Mycket fruktig.nyanserad.fatkaraktar..svarta vinbar.kaffe.morka korsbar.choklad.mynta.vanilj
650401,334392,6504,Raza,Selection Malbec Shiraz,90.00,,750.00,120.00,2008-10-01,,Rött vin,Flaska,Plastkork/syntetkork,Cuyo,Argentina,La Riojana,Giertz Vinimport AB,2014,,13.00%,FS,1,0,50% malbec och 50% shiraz.,9,8,9,Generost fruktig.fatkaraktar..svarta vinbar.bjornbar.mjolkchoklad.blabar.hallon.vanilj
660201,335545,6602,Duette,Premium Pinot Noir,100.00,,750.00,133.33,2008-10-01,,Rött vin,Flaska,Naturkork,Aconcagua,Chile,Viña Indomita,Prime Wine Sweden AB,2015,,14.00%,FS,0,0,Pinot noir.,6,5,10,Kryddig.fatkaraktar..jordgubbar.korsbar.nougat.skogshallon.orter
7517001,360508,75170,Bad Boy,,200.00,,750.00,266.67,2008-12-01,,Rött vin,Flaska,Naturkork,Bordeaux,Frankrike,Thunevin,Amka Vinimport AB,2014,,13.50%,FS,0,0,,9,9,9,Fruktig.nyanserad.fatkaraktar..svarta vinbar.plommon.ceder.korinter.orter.kakao
7520701,362433,75207,Les Sinards,Châteauneuf-du-Pape,300.00,,750.00,400.00,2008-11-01,,Rött vin,Flaska,Naturkork,Rhonedalen,Frankrike,Perrin & Fils,Enjoy Wine & Spirits AB,2014,,14.00%,FS,0,0,Grenache  syrah och mourvèdre.,8,8,9,Nyanserad.kryddig.fat.hallon.blabar.viol.lagerblad.sandeltra.kryddpeppar
659101,364187,6591,Tapiz,Reserve Malbec,126.00,,750.00,168.00,2009-04-01,,Rött vin,Flaska,Naturkork,Cuyo,Argentina,Fincas Patagónicas,Vinovativa AB,2013,,14.50%,FS,0,0,Malbec.,9,9,9,Generost fruktig.rostad fatkaraktar..bjornbar.plommon.lakrits.choklad
662007,364193,6620,Santa Inés,Organic Cabernet Malbec Carmenère,161.00,,1500.00,107.33,2009-04-01,,Rött vin,Box,Vingtapp,Valle Central,Chile,De Martino,Domaine Wines Sweden AB,2015,,13.50%,FS,1,0,50% cabernet sauvignon  35% malbec och 15% carmenère.,7,7,9,Mycket fruktig.fat.svarta vinbar.lakrits.kakao.orter
687308,36728,6873,Chill Out,Smooth & Soft Cabernet Sauvignon,203.00,,3000.00,67.67,2002-11-04,,Rött vin,Box,Tryckknapp front,South Eastern Australia,Australien,Altia,Altia Sweden AB,2015,,14.00%,FS,0,0,Cabernet sauvignon.,5,4,8,Barig.nagot brand.morka bar.sotlakrits
7575106,378388,75751,Le Volte,dell'Ornellaia,401.00,,1500.00,267.33,2009-05-02,,Rött vin,Magnum,Naturkork,Toscana,Italien,Ornellaia,Carovin AB,2014,,13.50%,FS,0,0,50% merlot  30% sangiovese och 20% cabernet sauvignon.,9,9,9,Nyanserad.fruktig.fatkaraktar..svarta vinbar.orter.bjornbar.morka korsbar.kakao.ceder
679201,3877,6792,Campolieti,Ripasso,110.00,,750.00,146.67,1994-08-08,,Rött vin,Flaska,Naturkork,Venetien,Italien,Luigi Righetti,janake wine group AB,2014,,13.50%,FS,0,0,60% corvina 20% rondinella  15% molinara och 5% övriga druvsorter.,7,7,9,Kryddig.fatkaraktar..korsbar.russin.choklad.orter.kaffe.vanilj
652001,390909,6520,McManis,Petite Sirah,110.00,,750.00,146.67,2009-10-01,,Rött vin,Flaska,Skruvkapsyl,Kalifornien,USA,McManis Family Vineyards,Divine AB,2015,,13.50%,FS,0,0,Petite sirah.,10,8,9,Generost fruktig.tydlig fatkaraktar..blabar.vanilj.bjornbar.choklad..kaffe
651801,391517,6518,Cameleon,Selection Cabernet Sauvignon,90.00,,750.00,120.00,2009-10-01,,Rött vin,Flaska,Skruvkapsyl,Cuyo,Argentina,Domaine Bousquet,Vinia Sweden AB,2016,,13.00%,FS,1,0,Cabernet sauvignon.,8,8,9,Fruktig.fatkaraktar..svarta vinbar.bjornbar.choklad.peppar.vanilj
667001,39868,6670,Alamos,Malbec,98.00,,750.00,130.67,2003-04-07,,Rött vin,Flaska,Skruvkapsyl,Cuyo,Argentina,Bodega Catena Zapata,Vinunic AB,2015,,13.00%,FS,1,0,Malbec.,8,8,9,Mycket fruktig.fatkaraktar..morka korsbar.peppar.orter.bjornbar.svarta oliver Serveras
652301,425452,6523,Pascual Toso,Alta Reserve Malbec,241.00,,750.00,321.33,2010-03-24,,Rött vin,Flaska,Naturkork,Cuyo,Argentina,Pascual Toso,Hjo Grosshandel AB,2012,,14.00%,FS,0,0,Malbec.,11,9,9,Smakrikt.mycket fruktigt vin.rostad fatkaraktar..bjornbar.vanilj.blabar.lakrits.kokos
637601,42572,6376,Lindemans Bin 40,Merlot,80.00,,750.00,106.67,2004-02-02,,Rött vin,Flaska,Skruvkapsyl,South Eastern Australia,Australien,Lindemans,Treasury Wine Estates Sweden AB,2015,,13.50%,FS,0,0,Merlot.,6,5,9,Mycket fruktig.plommon.blabar.sotlakrits
651701,426283,6517,Fair & Square,Red,68.00,,1000.00,68.00,2010-03-24,,Rött vin,Papp,Plastkork/syntetkork,Cuyo,Argentina,La Riojana,Giertz Vinimport AB,2016,,12.50%,FS,0,0,Syrah.,5,5,8,Barig.fat.bjornbar.lakrits
7550101,430684,75501,Brancaia,Tre,130.00,,750.00,173.33,2010-01-01,,Rött vin,Flaska,Naturkork,Toscana,Italien,Brancaia,Johan Lidby Vinhandel AB,2013,,13.50%,FS,0,0,Sangiovese  merlot och cabernet sauvignon.,7,7,10,Nyanserad.kryddig.fatkaraktar..skogshallon.basilika.korsbar.muskot.vanilj
8728201,43116,87282,Calera,Pinot Noir,250.00,,750.00,333.33,2003-09-01,,Rött vin,Flaska,Naturkork,Kalifornien,USA,Calera Wine Company,Johan Lidby Vinhandel AB,2013,,14.00%,FS,0,0,Pinot noir.,7,6,9,Kryddig.barig.fatkaraktar..mogna jordgubbar.korsbar.ingefara.mintchoklad
630201,440854,6302,Gurra Gurra Creek,Shiraz,80.00,,750.00,106.67,2010-03-24,,Rött vin,Flaska,Skruvkapsyl,South Australia,Australien,Nordic Sea Winery,Oenoforos AB,2015,,14.00%,FS,1,0,90% shiraz och 10% cabernet sauvignon.,8,6,9,Mycket fruktig.fat.bjornbar.blabar.viol.sotlakrits.vanilj
7209401,440907,72094,Petite Petit,Sirah,160.00,,750.00,213.33,2010-03-01,,Rött vin,Flaska,Naturkork,Kalifornien,USA,Michael David Winery,janake wine group AB,2014,,14.50%,FS,0,0,85% petite sirah och 15% petit verdot.,10,9,9,Generost fruktig.rostad fatkaraktar..svarta vinbar.choklad.bjornbar.viol.mynta.kaffe
682301,4489,6823,Killawarra,Shiraz Cabernet Sauvignon,63.00,,750.00,84.00,1994-09-12,,Rött vin,Flaska,Skruvkapsyl,South Eastern Australia,Australien,Foster's,Treasury Wine Estates Sweden AB,2015,,13.00%,FS,0,0,66% shiraz och 34% cabernet sauvignon.,5,4,9,Fruktig.drottningssylt.lakrits.vanilj
699601,4608,6996,Torres Coronas,Tempranillo,70.00,,750.00,93.33,1994-10-01,,Rött vin,Flaska,Skruvkapsyl,Catalunya,Spanien,Miguel Torres,Miguel Torres,2013,,13.50%,FS,0,0,Tempranillo.,7,6,9,Kryddig.fat.korsbar.choklad.svarta vinbar.orter
699604,4609,6996,Torres Coronas,Tempranillo,30.00,,250.00,120.00,1994-10-01,,Rött vin,Flaska,Skruvkapsyl,Catalunya,Spanien,Miguel Torres,Miguel Torres,2013,,13.50%,FS,0,0,Tempranillo.,7,6,9,Kryddig.fat.korsbar.choklad.svarta vinbar.orter
651208,48020,6512,Ecologica,Shiraz Malbec,219.00,,3000.00,73.00,2004-12-06,,Rött vin,Box,Vingtapp,Cuyo,Argentina,La Riojana,Giertz Vinimport AB,2016,,12.50%,FS,1,0,Shiraz och malbec.,7,6,9,Mycket fruktig.fat.bjornbar.blabar.vanilj.lakrits
640001,48235,6400,Down Under,Shiraz Cabernet Sauvignon,65.00,,750.00,86.67,2004-08-02,,Rött vin,Flaska,Skruvkapsyl,,Australien,Nordic Sea Winery,Oenoforos AB,2015,,14.00%,FS,1,0,Shiraz och cabernet sauvignon.,6,6,9,Mycket fruktig.fat.morka bar.kanel.lakrits
641901,48237,6419,Jacob's Creek,Grenache Shiraz,70.00,,750.00,93.33,2004-07-05,,Rött vin,Flaska,Skruvkapsyl,South Eastern Australia,Australien,Orlando,Pernod Ricard Sweden AB,2016,,14.30%,FS,0,0,Grenache och shiraz.,7,5,9,Fruktig.bjornbar.skoshallon.peppar.vanilj
655101,501905,6551,Quara,Single Vineyard Malbec,130.00,,750.00,173.33,2010-10-01,,Rött vin,Flaska,Naturkork,Salta,Argentina,Bodegas Felix Lavaque,Domaine Wines Sweden AB,2014,,14.00%,FS,0,0,Malbec.,9,9,9,Mycket fruktigt.rikt vin.fatkaraktar..morka bar.plommon.choklad.bjornbar.kaffe.orter
651201,50513,6512,Ecologica,Shiraz Malbec,74.00,,750.00,98.67,2004-12-06,,Rött vin,Flaska,Skruvkapsyl,Cuyo,Argentina,La Riojana,Giertz Vinimport AB,2016,,12.00%,FS,1,0,Shiraz och malbec.,7,6,9,Mycket fruktig.fat.bjornbar.blabar.vanilj.lakrits
640501,52452,6405,Yellow Tail,Cabernet Merlot,76.00,,750.00,101.33,2005-04-01,,Rött vin,Flaska,Naturkork,South Eastern Australia,Australien,Casella Wines,TOMP Beer Wine & Spirits AB,2015,,13.50%,FS,0,0,70% cabernet sauvignon och 30% merlot.,6,5,9,Ungdomlig.mycket fruktig.skogshallon.smorkola.eukalyptus
660701,52511,6607,Trivento,Malbec,60.00,,750.00,80.00,2005-04-01,,Rött vin,Flaska,Skruvkapsyl,Cuyo,Argentina,Trivento,VCT Sweden AB,2016,,12.00%,FS,0,0,96% malbec och 4% petit verdot.,8,7,9,Ungdomlig.mycket fruktig.svarta vinbar.viol.orter.sotlakris
657701,52547,6577,Casillero del Diablo,Carmenère,80.00,,750.00,106.67,2005-04-01,,Rött vin,Flaska,Skruvkapsyl,Rapel,Chile,Concha y Toro,VCT Sweden AB,2015,,13.50%,FS,0,0,Carmenère.,7,6,9,Fruktig.fatkaraktar..blabar.bjornbar.lakrits.viol.peppar.choklad
630101,52940,6301,Penfolds Thomas Hyland,Shiraz,130.00,,750.00,173.33,2005-04-01,,Rött vin,Flaska,Skruvkapsyl,South Australia,Australien,Penfolds,Treasury Wine Estates Sweden AB,2012,,14.00%,FS,0,0,Shiraz.,,,,Ren.citrusskal.ljust brod
658601,537258,6586,Cono Sur,Cabernet Sauvignon Carmenere,90.00,,750.00,120.00,2011-04-01,,Rött vin,Flaska,Naturkork,Rapel,Chile,Viña Cono Sur,Spendrups Bryggeri AB,2015,,14.00%,FS,1,0,60% cabernet sauvignon och 40% carmenère.,9,8,9,Mycket fruktig.fatkaraktar..svarta vinbar.farska orter.blabar.lakrits
631501,537338,6315,Diemersfontein,Coffee Pinotage,90.00,,750.00,120.00,2011-04-01,,Rött vin,Flaska,Skruvkapsyl,Western Cape,Sydafrika,Diemersfontein Wines,Gardo & Morris AB,2014,,14.50%,FS,0,0,Pinotage.,8,7,9,Mycket fruktig.pataglig rostad fatkaraktar..kaffe.morka bar.choklad.vanilj
647001,540658,6470,Mas Louise,,100.00,,750.00,133.33,2010-10-01,,Rött vin,Flaska,Skruvkapsyl,Rhonedalen,Frankrike,Duseigneur,Arvid Nordquist Vin och Sprithandel,2015,,14.00%,FS,1,0,50% grenache och 50% syrah.,7,7,9,Kryddig.fruktig.korsbar.svartpeppar.skogshallon.lakrits.farska orter
7183201,541765,71832,Côtes-du-Rhône,Saint-Esprit,96.00,,750.00,128.00,2010-12-01,,Rött vin,Flaska,Naturkork,Rhonedalen,Frankrike,Delas,Ward Wines AB,2014,,13.00%,FS,0,0,Syrah.,7,7,9,Kryddig.fat.blabar.hallon.lakrits.lagerblad.peppar
672301,545896,6723,Louis M Martini,Napa Valley Cabernet Sauvignon,220.00,,750.00,293.33,2011-04-01,,Rött vin,Flaska,Naturkork,Kalifornien,USA,Louis M Martini Winery,Spendrups Bryggeri AB,2012,,14.50%,FS,0,0,Cabernet sauvignon.,10,10,10,Fruktig.balanserad.fatkaraktar..svarta vinbar.mynta.plommon.ceder.mork choklad
660301,552297,6603,Casillero del Diablo,Reserva Pinot Noir,78.00,,750.00,104.00,2011-10-01,,Rött vin,Flaska,Skruvkapsyl,Aconcagua,Chile,Concha y Toro,VCT Sweden AB,2015,,13.50%,FS,0,0,Pinot noir.,5,5,10,Barig.kryddig.jordgubbar.skogshallon.peppar.orter
